"Time","Type","Date","Owner.operator","Registration","MSN","Year.of.manufacture","Engine.model","Fatalities","Other.fatalities","Aircraft.damage","Category","Location","Phase","Nature","Departure.airport","Destination.airport","Investigating.agency","Confidence.Rating","Narrative","detail_link"
"08:33","    Saab 340B","Friday 2 January 2015","Flybe, lsf Loganair","G-LGNL","340B-246","1991","General Electric CT7-9B","0 / Occupants: 29","0","Substantial, written off","Accident","Stornoway Airport (SYY) -   United Kingdom","Take off","Passenger - Scheduled","Stornoway Airport (SYY/EGPO)","Glasgow International Airport (GLA/EGPF)"," AAIB","Accident investigation report completed and information captured","A Saab 340B, performing flight BE6821 from Stornoway Airport (SYY) to Glasgow (GLA) suffered a runway excursion upon takeoff.  At 08:32 hrs G-LGNL was cleared to enter runway 18 at Stornoway Airport and take off, and the ATC controller transmitted that the surface wind was from 270Â° at 27 kt. The commander commented to the co-pilot that the wind was across the runway and that there was no tailwind. As the aircraft taxied onto the runway, the co-pilot applied almost full right aileron input consistent with a cross-wind from the right, and the commander said to the co-pilot ""charlie , one hundred, strong wind from the right"". The commander advanced the power levers, the co-pilot said ""autocoarsen high"" and the engine torques increased symmetrically. The commander instructed the co-pilot to ""set takeoff power"" to which the co-pilot replied ""apr armed"". Approximately one second after this call, the engine torques began to increase symmetrically, reaching 100% as the aircraft accelerated through 70 kt. During the early stages of the takeoff, left rudder was applied and the aircraft maintained an approximately constant heading. As the aircraft continued accelerating, the rudder was centralised, after which there was a small heading change to the left, then to the right, then a rapid heading change to the left causing the aircraft to deviate to the left of the runway centreline. The pilot applied right rudder but although the aircraft changed heading to the right in response, it did not alter the aircraftÂs track significantly and the aircraft skidded to the left, departing the runway surface onto the grass at an IAS of 80 kt. The power levers remained at full power as the aircraft crossed a disused runway and back onto grass. During this period the nose landing gear collapsed before the aircraft came to a halt approximately 38 m left of the edge of the runway and 250 m from where it first left the paved surface. After the aircraft came to a halt, the captain saw that the propellers were still turning and so called into the cabin for the passengers to remain seated. One of the passengers shouted for someone to open the emergency exit but the cabin crew member instructed the passengers not to do so because the propellers were still turning. The co-pilot observed that the right propeller was still turning so operated the engine fire extinguishers to shut down both engines. When the passenger seated in the emergency exit row on the right of the aircraft saw that the right propeller had stopped, he decided to open the exit. He climbed out onto the wing and helped the remaining passengers leave the aircraft through the same exit, instructing them to slide off the rear of the wing onto the ground. The left propeller was still turning at the time the right over-wing exit was opened and the passenger seated in the left-side emergency exit row decided not to open the left exit. The technique for controlling the direction of the aircraft on the runway is to use rudder assisted by nose wheel steering (NWS) at low speeds because the rudder has reduced effectiveness below 40 kt. When rudder is used, the requirement for NWS to assist directional control will reduce progressively as speed increases above 40 kt and rudder effectiveness increases. It is likely that no assistance will be required by 60 kt and, therefore, there will be no step-change in NWS directional effect when the pilot releases the steering control. During this attempted takeoff, rudder was approximately neutral from 40 kt, the point at which it would have become effective, and directional control was probably maintained through NWS alone (asymmetric thrust or differential braking having been discounted). If rudder had been applied, there would have been a reduced NWS requirement at any given speed and therefore there would have been a reduced likelihood of a change directional effect when the NWS control was released. The lack of data showing NWS commands meant that these considerations could not be verified. PROBABLE CAUSE: The investigation report did not contain a probable cause paragraph as recommended in ICAO Annex 13.METAR: 07:50 UTC / 07:50 local time: EGPO 020750Z 27019KT 9999 VCSH FEW015CB SCT042 05/02 Q100708:20 UTC / 08:20 local time: EGPO 020820Z 27022G33KT 9999 VCSH FEW015CB SCT040 05/01 Q1008Windes from 270 degrees at 22 knots, gusting to 33 knots; Visibility: 10+ km; showers in vicinity; few CB clouds at 1500 feet AGL; scattered clouds at 4000 feet AGL; Temperature: 5Â°C; Dewpoint: 1Â°C; Pressure: 1008 mb08:50 UTC / 08:50 local time: EGPO 020850Z 26018KT 9999 VCSH FEW015CB SCT018 05/01 Q1009Accident investigation:   Investigating agency: AAIB Report number: EW/C2015/01/01 Status: Investigation completedDuration: 9 monthsDownload report:  Final report Sources: BBC  Loganair  SKYbraryÂ    Location  Images: photo (c) AAIB; Edinburgh-Turnhouse Airport (EDI/EGPH); 21 May 2009 photo (c) Rafboy15; Edinburgh-Turnhouse Airport (EDI/EGPH); 21 May 2009; (CC:by) photo (c) Werner Fischdick; Dublin Airport (DUB/EIDW); 28 July 2013 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150102-0"
"11:19","    Antonov An-26B-100","Saturday 3 January 2015","KAPO Avia","RA-26082","11705","1981Total airframe hrs:13698 hoursCycles:6810 flights","Ivchenko AI-24VT","0 / Occupants: 10","0","Substantial, written off","Accident","Magadan-Sokol Airport (GDX) -   Russia","Take off","Ferry/positioning","Magadan-Sokol Airport (GDX/UHMM)","Mirny Airport (MJZ/UERR)"," MAK","Accident investigation report completed and information captured","An Antonov 26B transport plane sustained substantial damage in a takeoff accident at Magadan-Sokol Airport (GDX), Russia. The aircraft operated on a flight from Yelizovo to Nizhnevartovsk, Russia with en route stops at Magadan, Mirnyy, and Krasnoyarsk. During takeoff from Magadan the crew were not able to raise the nose during takeoff. The takeoff was aborted after the airplane had reached a speed of 250 km/h. The airplane failed to stop on the runway and skidded onto snow covered terrain. The right hand main gear collapsed, causing the right hand wing to contact the ground. The wing tip bent and the no. 2 engine propeller blades struck the ground. It appeared the crew failed to complete a controls check prior to departure. Thus they did not notice the locked elevator.METAR: 01:00 UTC / 11:00 local time: UHMM 030100Z 33006MPS 9999 FEW040 OVC100 M09/M17 Q0988 NOSIG RMK QFE726 88420250 FBL TURB 0-100001:30 UTC / 11:30 local time: UHMM 030130Z 32004MPS 9999 FEW040 OVC100 M09/M18 Q0988 NOSIG RMK QFE726 8842025002:00 UTC / 12:00 local time: UHMM 030200Z 30004MPS 260V340 9999 OVC100 M10/M18 Q0988 NOSIG RMK QFE726 88420250Accident investigation:   Investigating agency: MAK Report number: Final report Status: Investigation completedDuration: 4 monthsDownload report:  Final report Sources: Russian Emergency Situations Ministry, Magadan region  MAK Interstate Aviation Committee (IAC)   Location  Images: photo (c) Interstate Aviation Committee; Magadan-Sokol Airport (GDX); January 2015 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":4,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150103-0"
"11:02","    Fokker 50","Sunday 4 January 2015","Skyward Express","5Y-SIB","20167","1989","Pratt & Whitney Canada PW125B","0 / Occupants: 10","0","Substantial","Accident","Nairobi-Jomo Kenyatta International Airport (NBO) -   Kenya","Landing","Cargo","Wajir Airport (WJR/HKWJ)","Nairobi-Wilson Airport (WIL/HKNW)"," AAID Kenya","Accident investigation report completed and information captured","A Skyward Fokker 50, registration 5Y-SIB, performing a cargo flight from Wajir to Nairobi-Wilson Airport was on downwind runway 07, when the crew received indication that the left main gear did not extend and lock in the down position. The crew aborted the approach and opted to extend downwind and then entered a hold, where it was confirmed the gear had not extended. While taking off at Wajir runway 15 at 09:40, while passing 200 feet above ground level the crew noticed a flock of birds and experienced a bird strike, but decided to proceed on with the flight when they were satisfied with their safety review of the situation. Visual inspection by the crew revealed a large bird carcass hanging from the left main landing gear. At 10:55 the crew requested for diversion to Nairobi-Jomo Kenyatta Airport as they declared full emergency landing and was cleared to join base runway 06. The crew subsequently decided to perform a gear up landing and landed the aircraft on runway 06 at about 11:02 skidding to a halt 2 km from the threshold on the runway. No injuries were reported. A post removal inspection revealed evidence of a bird strike lodged into the left main gear structure. Probable Cause: ""The cause of the accident was the failure of the left Main Landing Gear,MLG to extend during landing due to a bird strike which disabled proper functioning of the mechanical system that controls the opening and closing the door to the left MLG.""METAR: 07:00 UTC / 10:00 local time: HKJK 040700Z VRB05KT CAVOK 24/10 Q1022 NOSIG08:00 UTC / 11:00 local time: HKJK 040800Z 04006KT 340V090 9999 FEW026 26/10 Q1021 NOSIG08:30 UTC / 11:30 local time: HKJK 040830Z 04009KT 360V100 9999 FEW026 27/09 Q1020Accident investigation:   Investigating agency: AAID Kenya Report number: Final report Status: Investigation completedDuration: 3 years and 7 monthsDownload report:  Final report Sources:  Location  Images: photo (c) anon.; Nairobi-Jomo Kenyatta International Airport (NBO); 04 January 2015 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":63,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150104-0"
"19:00","    Bombardier BD-100-1A10 Challenger 300","Thursday 8 January 2015","Bradesco Leasing S.A. Arrendamento Mercantil","PR-YOU","20443","2014",NA,"0 / Occupants: 0","0","Substantial, written off","Other","SÃ£o Paulo-Congonhas Airport, SP (CGH/SBSP) -   Brazil","Standing","-","-","-",NA,"Information is only available from news, social media or unofficial sources","A hangar roof partially collapsed at SÃ£o Paulo-Congonhas Airport, SP (CGH), Brazil, during a heavy rainstorm. Several aircraft were damaged. Challenger 300 PR-YOU sustained substantial damage and was broken up. Parts were used at Biggin Hill Airport, U.K., to repair Challenger 300  c/n 20174.Sources: http://noticias.terra.com.br/brasil/cidades/teto-de-hangar-cai-no-aeroporto-de-congonhas,fddf085f5bbca410VgnVCM3000009af154d0RCRD.html  https://www.ainonline.com/aviation-news/business-aviation/2015-01-13/challenger-300-king-air-damaged-brazil-hangar-collapse  https://www.pprune.org/caribbean-latin-america/554334-roof-collapses-damages-several-aircrafts-brazil.html  Revision history:Date/timeContributorUpdates28-Feb-2024 09:32 ASN Updated [Source, Narrative, ] The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":48,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150108-0"
"08:28","    Cessna 208B Grand Caravan","Friday 9 January 2015","Trans Guyana Airways","8R-GAB","208B1070","2004Total airframe hrs:13488 hours","Pratt & Whitney Canada PT6A-114A","0 / Occupants: 15","0","Substantial, repaired","Accident","Matthews Ridge Airport (MWJ) -   Guyana","Landing","Passenger - Scheduled","Georgetown-Ogle International Airport (OGL/SYGO)","Matthews Ridge Airport (MWJ/SYMR)"," GCAA-AIT","Accident investigation report completed and information captured","Trans Guyana Airways flight 103A, a Cessna 208B Grand Caravan aircraft, departed Ogle International Airport at 12:35 UTC for Matthews Ridge Airstrip, with one crew and twelve passengers and two infants on board. The flight to Matthews Ridge was uneventful until the final approach to land. The aircraft approached the runway from the left and had to make a steep bank in an attempt to establish on the runway centerline. The aircraft was slow in the turn and was possibly further slowed by the steep bank causing the aircraft to exhibit the characteristics of an imminent accelerated stall. This forced the aircraft's rate of sink to increase and the pilot was unable to stabilize the aircraft's approach. The aircraft's port wing touched the ground first, followed by the port undercarriage. There were no injuries or fatalities. Cause: The probable cause of the accident was that the aircraft was slow and close to the threshold on left base of RWY29. The pilot executed and maintained a steep left turn which resulted in the aircraft experiencing an incipient accelerated stall. Contributory Causes: 1. The approach to landing was not properly configured, which resulted in an unsafe and unstable approach. 2. Although he felt the aircraft buffeting, the pilot did not recognize that there was an impending accelerated stall and did not react in a timely manner to correct it. 3. The weather was not conducive to VFR operations. 4. Given the prevailing weather conditions, the pilot should not have descended below the MSA of 3000ft. 5. It is believed that the pilot may have established a mindset to land because another pilot had landed four minutes earlier.Accident investigation:   Investigating agency: GCAA-AIT Report number: GCAA: 2/5/1/78 Status: Investigation completedDuration: 1 year and 2 monthsDownload report:  Final report Sources: Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":56,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150109-0"
"11:05","    Boeing 737-43Q (SF)","Saturday 10 January 2015","ASKY Airlines, lsf Ethiopian Airlines","ET-AQV","28493/2838","1996","CFMI CFM56-3C1","0 / Occupants: 3","0","Substantial, written off","Accident","Accra-Kotoka Airport (ACC) -   Ghana","Landing","Cargo","Lome Airport (LFW/DXXX)","Accra-Kotoka Airport (ACC/DGAA)",NA,"Information is only available from news, social media or unofficial sources","A Boeing 737-400 cargo plane, operated by Ethiopian Airlines for ASKY Airlines, sustained substantial damage in a runway excursion on landing at Accra-Kotoka Airport (ACC), Ghana. The three crew members were taken to hospital. Photos from the accident show that the aircraft came to rest off the runway with a separated right hand main gear and engine. The nose was damaged by what seems to be the separated no. 2 engine. Ethiopian Airlines reported that the airplane suffered ""flat tyres"" upon landing. The investigation committee stated in a preliminary report that poor visibility was a contributing factor.Sources: Myjoyonline.com  citifmonline.com  ASKY Airlines press release  GhanaWeb  GhanaWeb 17-2-2015   Location  Images: photo (c) Pedro AragÃ£o; Faro Airport (FAO/LPFR); 13 March 2007; (CC:by-sa) Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":1,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150110-0"
"13:30","    de Havilland Canada DHC-6 Twin Otter 300","Sunday 11 January 2015","Trigana Air Service","PK-YRU","685","1980","Pratt & Whitney Canada PT6A-27","0 / Occupants: 3","0","Substantial, repaired","Accident","Enarotali Airport (EWI) -   Indonesia","Landing","Ferry/positioning","Timika-Moses Kilangin (Tembagapura) Airport (TIM/WABP)","Enarotali Airport (EWI/WABT)",NA,"Accident investigation report completed and information captured","A DHC-6-300 Twin Otter, PK-YRU, was damaged in a landing incident at Enarotali Airport, Indonesia. The airplane suffered a runway excursion while landing in strong winds and ran into a ditch. The plane's nose gear and no. 2 propeller were damaged in the crash. There were no personal injuries.Sources: BeritaSatu History of this aircraft Other occurrences involving this aircraft ï»¿  1 June 2007 PK-YRU Trigana Air Service 0 Mulia Airport (LII) sub Runway excursion 20 February 2009 PK-YRU Trigana Air Service 0 Beoga Airstrip, Timika, Papua 2 December 2010 PK-YRU Trigana Air Service 0 Jayapura-Sentani Airport, Papua min Collision with other aircraft on apron 17 December 2014 PK-YRU Trigana Air Service 0 Ilaga Airport (ILA/WABL) 25 June 2018 PK-YRU Trigana Air Service 0 Kenyam Airstrip min 23 January 2023 PK-SMS SAM Air 0 Beoga Airstrip min Runway excursion 18 June 2023 PK-SMS SAM Air 0 Ambon-Pattimura Airport (AMQ/WAPP) min Runway excursion 2 January 2024 PK-SMS PT Semuwa Aviasi Mandiri 0 Ilaga Airport (WAYL) Papua Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150111-0"
"","    Dornier 328-110","Monday 12 January 2015","Sun-Air of Scandinavia, opf British Airways","D-CIRD","3011","1994","Pratt & Whitney Canada PW119B","0 / Occupants:","0","Substantial, written off","Other","Hamburg-FuhlsbÃ¼ttel Airport (HAM/EDDH) -   Germany","Standing","-","-","-",NA,NA,"The aircraft sustained substantial damage after it jumped the chocks during an engine run.Sources: Planespotters.net History of this aircraft Other occurrences involving this aircraft ï»¿  30 April 1996 HB-AEG Air Engiadina 0 west of Wilisau, BE min Location  Images: photo (c) Karl KrÃ¤mer, via Werner Fischdick; MÃ¼nchen-Franz Josef Strauss Airport (MUC/EDDM); May 2008 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":56,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150112-0"
"01:45","    British Aerospace ATP-F (LFD)","Thursday 15 January 2015","Atlantic Airlines","G-BTPC","2010","1988","Pratt & Whitney Canada PW126","0 / Occupants: 2","0","Minor, repaired","Accident","Coventry-Baginton Airport (CVT) -   United Kingdom","Standing","Cargo","Coventry-Baginton Airport (CVT/EGBE)","Dublin Airport (DUB/EIDW)"," AAIB","Accident investigation report completed and information captured","The aircraft was being readied for a flight from Coventry , U.K. to Dublin, Ireland. On board were the flight crew of two and approximately 4,600 kg of freight.  The flight crew carried out the pre-start checklist and then started the right engine, after which the ground crew were given the signal to disconnect the ground power unit (GPU), positioned directly in front of the aircraft. The commander expected to see the GPU being moved clear of the aircraft, but when this did not happen he signaled the left engine start to the ground crew, which was approved. With the left engine started, the commander signaled for the nosewheel chocks to be removed, which was actioned by the ground crew. Immediately the chocks were removed, the aircraft began to move forward and the first officer saw the ground crew member run clear of the aircraft to the right. Both flight crew members immediately applied wheel brakes, but as they did so, the aircraft collided with the GPU. The flight crew shut down both engines and informed ATC. There were no injuries and damage was confined to forward parts of the aircraft and the top cover of the GPU. After the accident the flight crew realised that the parking brake was not set, resulting in the aircraftÂs movement when the chocks were removed. The commander noted that there had been an expectation that the parking brake would have been set to on when the crew first arrived at the aircraft. The parking brake was not an item on the turnaround checklist which the crew had carried out earlier, although it was an item on the pre-start checklist which had therefore not been carried out correctly. The commander also observed that the signal to remove the chocks was given before the GPU had been moved clear of the aircraft. Although the flight crew had not felt rushed, the commander believed that they had been under a time pressure due to the imminent airport closure, and that this had been a contributory factor.Accident investigation:   Investigating agency: AAIB Report number: EW/G2015/01/05 Status: Investigation completedDuration: 3 monthsDownload report:  Final report Sources: History of this aircraft Other occurrences involving this aircraft ï»¿  11 March 2021 SE-MAI West Air Sweden 0 near East Midlands Airport, Castle Donington, Leicestershire non Fumes/smoke/odor event Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150115-0"
"","    Britten-Norman BN-2A-8 Islander","Friday 16 January 2015","Chapi Air","YV2238","296","1971",NA,"0 / Occupants: 10","0","Substantial","Accident","Los Roques Airport (LRV) -   Venezuela","Landing","Passenger","Higuerote Airport (HGE/SVHG)","Los Roques Airport (LRV/SVRS)",NA,"Information is only available from news, social media or unofficial sources","A Britten-Norman BN-2 Islander, registered YV2238, sustained significant damage in a landing accident at Los Roques Airport (LRV), Venezuela. The right hand main landing gear collapsed during landing on runway 07.Sources: History of this aircraft Other occurrences involving this aircraft ï»¿  31 March 2005 YV-1115C Transaven 0 Caracas-Simon Bolivar Airport (CCS) min Location  Images: photo (c) via Werner Fischdick; Caracas-SimÃ³n BolÃ­var International Airport (CCS/SVMI); April 2003 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":53,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20150116-0"
