"Time","Type","Date","Owner.operator","Registration","MSN","Year.of.manufacture","Engine.model","Fatalities","Other.fatalities","Aircraft.damage","Category","Location","Phase","Nature","Departure.airport","Destination.airport","Confidence.Rating","Narrative","Investigating.agency","detail_link"
"07:51","    Antonov An-12BP","Friday 2 January 2009","British Gulf International Airlines","S9-SAM","3341408","1963","Ivchenko AI-20M","0 / Occupants: 6","0","Substantial, written off","Accident","Sharjah Airport (SHJ) -   United Arab Emirates","Take off","Cargo","Sharjah Airport (SHJ/OMSJ)","","Information is only available from news, social media or unofficial sources","The left hand main landing gear failed, causing the no. 1 prop to strike the runway.Sources: ICAO File : 09100129   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿",NA,"https://aviation-safety.net/database/record.php?id=20090102-0"
"16:59","    Learjet 45XR","Saturday 3 January 2009","Aero Jet Services","N279AJ","45-279","2005Total airframe hrs:2338 hours","Garrett TFE731-20BR-1B","0 / Occupants: 2","0","Destroyed, written off","Accident","Telluride Regional Airport, CO (TEX) -   United States of America","Landing","Ferry/positioning","","Telluride Regional Airport, CO (TEX/KTEX)","Accident investigation report completed and information captured","A Learjet 45, N279AJ, sustained substantial damage when attempting to land during a snowstorm at Telluride Regional Airport, CO (TEX). The positioning flight was conducted using instrument flight rules and had departed Scottsdale Airport, AZ (SDL) at 15:03 MST. The pilot occupying the left seat was not injured and the pilot occupying the right seat received minor injuries.  In a statement to the NTSB provided by the Pilot-In-Command, upon arrival to TEX the weather was reported to be below minimums; the crew elected to hold over the Cones VOR and wait to see if weather conditions would improve. The crew was given instructions, by air traffic control, to hold as published and to expect further clearance (EFC) at 16:30. When the weather improved to a visibility of 4 miles and a ceiling of 2300 feet, the PIC requested a descent and approach to KTEX. At approximately 4 miles from the airport, the pilot acquired the airport environment but was not in position to land, so he called for a missed approach back to Cones VOR. The pilot then requested a second attempt to land stating that ""if we did not land, we would like to be sequenced to into KMTJ"" Montrose Regional Airport Montrose, CO, their alternate airport. On the second approach, both crew members stated that they had acquired the runway environment; however, they were still too high for a visual approach. The crew elected to do a 360-degree, right, descending turn, in order to get in a better position for landing. On completion of the turn, they again affirmed the runway environment and that they were aligned with the extended centerline of the runway. The airplane touched down and after full thrust reversers were deployed, the nose gear collapsed. The airplane began to slide in snow and came to a stop about mid-field, in an upright position. An initial FAA examination of the area indicated that the airplane had touched down about 20-feet to the right, of the runway. Additionally, the airplane's wings were torn from the fuselage and the tail section had separated just aft of the engines, during the contact with the ground. Weather reported at KTEX 10 minutes prior to the accident was winds 260 degrees at 8 knots, visibility of 3 miles, scattered clouds at 400 feet, broken clouds at 2300 feet, temperature of 6 degrees Celsius, dew point of 6 degrees Celsius, and altimeter setting 29.85 inches of mercury. PROBABLE CAUSE: ""The failure of both pilots to positively identify the runway prior to landing.""Accident investigation:   Investigating agency: NTSB Report number: CEN09LA116 Status: Investigation completedDuration: 1 year and 3 monthsDownload report:  Final report Sources: Victims walk away from wrecked plane (9News, 4-1-2009)  NTSB   Location  Images: photo (c) NTSB; Telluride Airport, CO (TEX/KTEX); January 2009; (publicdomain) photo (c) NTSB; Telluride Airport, CO (TEX/KTEX); January 2009; (publicdomain) Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿"," NTSB","https://aviation-safety.net/database/record.php?id=20090103-0"
"19:00","    Basler BT-67 Turbo 67 (DC-3T)","Sunday 4 January 2009","ALCI Aviation","C-GEAJ","26120","1943","Pratt & Whitney Canada PT6A-67R","0 / Occupants: 4","0","Substantial, repaired","Accident","Tony Camp -   Antarctica","Landing","Cargo","Novolazarevskaya Station","Tony Camp","Information verified through data from accident investigation authorities","The Douglas DC-3C Basler turbo-conversion aircraft was on a cargo flight from Novolazarevskaya Station to Tony Camp, transporting spare parts for the cross-country vehicles of a British expedition in Antarctica. The aircraft was flown to destination without incident, where it circled the camp twice for inspection fly-bys of the field. The aircraft was on a trial approach run at 200ft AGL, during which the contrast was poor and conditions were exacerbated by a sudden drop in visibility. The aircraft was inadvertently descended and it flew into the ground. The aircraft came to rest in an upright attitude and intact condition. Damage on initial inspection included both propellers, both engines, flaps and possible landing gear damage.Sources: Supply plane crashes in Antarctica, passengers survive (RIA Novosti, 5-1-2009)  CADORS Number: 2009O0047 History of this aircraft Other occurrences involving this aircraft ï»¿  1 December 2016 C-GEAJ ALCI Aviation, opf North Star Air Cargo 0 Pickle Lake Airport, ON (YPL) sub Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿"," TSB","https://aviation-safety.net/database/record.php?id=20090104-2"
"02:09","    Cessna 550 Citation II","Sunday 4 January 2009","Caribair, S.A., lsf JODA LLC","N815MA","550-0406","1985Total airframe hrs:11123 hours","Pratt & Whitney Canada JT15D-4","0 / Occupants: 7","0","Substantial, written off","Accident","Wilmington-New Hanover County International Airport, NC (ILM) -   United States of America","Landing","Executive","Higuero/La Isabela-Dr. JoaquÃ­n Balaguer Airport (JBQ/MDJB)","Wilmington-New Hanover County International Airport, NC (ILM/KILM)","Accident investigation report completed and information captured","Cessna 550, N815MA departed the La Isabela Airport (JBQ), Dominican Republic, on January 3, 2009, about 23:00 on an IFR flight to Wilmington, NC (ILM).  The crew attempted three ILS approaches to runway 24 at Wilmington, however due to the fog at the airport they were unable to see the runway environment. On the third missed approach the No. 1 engine shut down and the pilots requested a vector from air traffic control for another approach. The pilot stated to ATC that they were low on fuel. While being vectored for the fourth approach, the No. 2 engine shut down and the pilots requested an immediate turn to the airport; they were able to locate the center of the airport on their GPS and ""aimed the airplane at the intersection of the runways."" Approximately 50 feet above ground level the pilots saw a row of lights, paralleled the lights, landed gear up on the departure end of runway 6, overran the runway, and impacted several light stands for runway 24, coming to rest 2,242 feet past the point of the initial touchdown. The airplane received skin damage to the underside of the fuselage and several puncture holes into the pressure vessel. The 0153 weather observation at KILM, reported winds from 020 degrees at 3 knots, a broken cloud layer at 100 feet agl, an overcast cloud layer at 500 feet agl, 1/2 mile visibility, temperature 11 degrees Celsius (C), dew point 10 degrees C, and an altimeter setting of 30.14 inches of mercury. PROBABLE CAUSE: ""A loss of engine power due to the crew's inadequate in-flight fuel monitoring.""Accident investigation:   Investigating agency: NTSB Report number: ERA09LA130 Status: Investigation completedDuration: 1 year and 11 monthsDownload report:  Final report Sources: NTSB id. ERA09LA130  FAA  No injuries as small plane touches down in Wilmington without landing gear (Wilmington Star-News Online, 4-1-2009)   Location  Images: photo (c) FAA; Wilmington-New Hanover County International Airport, NC (ILM/KILM); 04 January 2009; (publicdomain) Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿"," NTSB","https://aviation-safety.net/database/record.php?id=20090104-1"
"17:30","    Cessna 650 Citation VII","Sunday 4 January 2009","Aero Cabo","XA-PYN","650-7088","1998",NA,"0 / Occupants: 5","0","Substantial, repaired","Accident","Vancouver International Airport, BC (YVR) -   Canada","Landing","Executive","Tijuana-Rodriguez Airport (TIJ/MMTJ)","Vancouver International Airport, BC (YVR/CYVR)","Information verified through data from accident investigation authorities","A corporate Cessna 650 Citation VII was landing on runway 12 at Vancouver International Airport, BC (YVR), Canada from Tijuana-Rodriguez Airport (TIJ), Mexico. The aircraft began to drift to the left early in the landing roll and exited the runway surface about 4500 feet from the threshold. It travelled through a berm of plowed snow about 18"" deep for about 400-500 feet alongside the runway edge lights, during which time the nose wheel collapsed. The aircraft came to rest straddling the line of runway edge lights beyond the hold short line for the crossing runway 08R/26L. The occupants partially opened the main entrance door and evacuated the aircraft. ARFF crews arrived within two minutes. There were no injuries, fire or hazardous material spills.  The hourly METAR (1700 PST) recorded the wind at Vancouver as 140 degrees at 26 knots gusting to 33 knots with 5 sm visibility in light rain showers and temperature of +03 degrees C. A special observation issued at 17:22 (observation likely taken 10 -15 minutes before the issue time) recorded the wind as 120 degrees at 23 knots, gusting to 29 knots with 2.5 sm visibility in light rain and snow showers and temperature of +01 degree C. The runway surface was wet and snow had not been forecast; therefore, there was no runway surface condition (RSC) report available.Sources: CADORS Number: 2009P0015   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿"," TSB","https://aviation-safety.net/database/record.php?id=20090104-0"
"13:15","    Cessna 208 Caravan I","Friday 9 January 2009","EjÃ©rcito del PerÃº","EP-858","20800246","1996","Pratt & Whitney Canada PT6A-114","0 / Occupants: 8","0","Destroyed, written off","Accident","near Intuto -   Peru","Take off","Military","Intuto Airport (SPNT)","Iquitos Airport (IQT/SPQT)",NA,"The float-equipped Caravan crashed near Rio Tigre shortly after takeoff from Intuntu.Sources: Scramble 363  RPP   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿",NA,"https://aviation-safety.net/database/record.php?id=20090109-0"
"06:58","    Xian MA60","Sunday 11 January 2009","Zest Airways","RP-C8893","0704","2008","Pratt & Whitney Canada PW127J","0 / Occupants: 27","0","Substantial, written off","Accident","Caticlan-Malay Airport (MPH) -   Philippines","Landing","Passenger - Scheduled","Manila-Ninoy Aquino International Airport (MNL/RPLL)","Caticlan-Malay Airport (MPH/RPVE)","Accident investigation report completed and information captured","The plane left Manila around 06:13 on a domestic flight to Caticlan (MPH). The flight was uneventful until a go-around was initiated during the first approach at Caticlan. During the second attempt to land the aircraft undershot the runway. After the first touchdown the aircraft bounced and landed on the runway. It then veered to the left side of the runway due to the left landing gear failure upon the contact with the embankment before the road at the end of the runway. The aircraft settled down at the concrete wall of the ramp. Three airport personnel were injured because they were hit by debris when the plane crashed against the concrete perimeter fence. Three passengers suffered serious injuries. The Caticlan Airport has a single runway (06/24) measuring 810 m (2657 ft) in length. PROBABLE CAUSE: - The captainÂs low level of experience (2,675 hours) and less than 500 hours PIC. - The critical runway conditions (950 M and gusty wind conditions No PAPI). - The absence of crew coordination (monitoring and CRM).Sources: Plane undershoots Aklan runway, 26 hurt (Inquirer, 11-1-2009)  Accident report summary   Location  Images: photo (c) Cedric; Caticlan-Malay Airport (MPH/RPVE); 17 January 2009; (CC:by) Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿",NA,"https://aviation-safety.net/database/record.php?id=20090111-0"
"","    Antonov An-24RV","Tuesday 13 January 2009","Daallo Airlines","S9-KAS","47309406","1974","Ivchenko AI-24","0 / Occupants: 15","0","Substantial, written off","Accident","Bosaso-Bender Qassim International Airport (BSA) -   Somalia","Landing","Passenger - Scheduled","Djibouti-Ambouli Airport (JIB/HDAM)","Bosaso-Bender Qassim International Airport (BSA/HCMF)",NA,"The nose landing gear of the Antonov 24RV failed to deploy while the aircraft was on approach to Bosaso, Somalia. The crew were unable to get it down and decided to perform a forced landing with the nose gear retracted.Sources: Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":46,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿",NA,"https://aviation-safety.net/database/record.php?id=20090113-0"
"20:50","    Learjet 35A","Thursday 15 January 2009","Skyservice Business Aviation","C-GRFO","35-100","1977","Garrett TFE731-2C-2B","0 / Occupants: 6","0","Substantial, repaired","Accident","Casablanca-Mohamed V Airport (CMN) -   Morocco","Take off","Ambulance","Casablanca-Mohamed V Airport (CMN/GMMN)","London-Luton Airport (LTN/EGGW)",NA,"The Learjet 35, registration C-GRFO, lined up off runway centerline and hit several runway edge lights on take-off. The crew continued the flight to London/Luton. On approach to land Luton, the crew received an unsafe gear door indication. The landing at Luton was uneventful and the aircraft taxied without incident to the FBO. Inspection of the aircraft revealed one flat tire and several cut tires. Five out of six wheel assemblies and one of the two landing gear doors will be replaced. Minor nicks to the wings leading edges were found. Three turbine blades were repaired.Sources: CADORS 2009Q0167  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿",NA,"https://aviation-safety.net/database/record.php?id=20090115-3"
"21:10","    Ilyushin Il-76MD","Thursday 15 January 2009","Russian Ministry of Interior","RA-76827","1003404151","1990","Soloviev D-30KP-2","0 / Occupants: 31","4","Substantial, repaired","Accident","Makhachkala Airport (MCX) -   Russia","Landing","Military","Chkalovsky Airport (CKL/UUMU)","Makhachkala Airport (MCX/URML)","Information is only available from news, social media or unofficial sources","A group of four Ilyushin Il-76MD transport aircraft were engaged in delivering troops, military equipment and cargo from Chkalovsky to Makhachkala, Russia. One of these aircraft, RA-76827, was piloted by a captain who needed currency on the IL-76 and an instructor pilot. During the descent towards Makhachkala, visibility deteriorated quickly from 2000 m to 300-350 m due to the formation of advection-radiation fog.  At 20:43, the controller reported a visibility of 800 m, and 1200 m at the runway to the flight crew. However, by that time the visibility had already decreased further. Also, the instructor pilot was not allowed to land in these conditions. At 20:45 the aircraft was 5,59 km from the runway the controller reported that the visibility was 500 m and 1100 m at the runway. At a distance of 1100 m from runway 14, the instructor pilot saw the approach lights and decided to continue to land By that time, another Il-76 (RA-76825) had taxied to the runway for departure and was waiting on taxiway 2. The hold short line on this taxiway was placed at a distance of 91,30 m from the center line of the runway instead of 120 m. At an altitude of 40 m, the navigator of RA-76827 stated the headlights still needed to be switched on. No action was taken.  Just prior commencing the flare, the aircraft entered an area of limited visibility due to advective radiation fog. The aircraft deviated to the left of the centreline and touched down 1 metre inside the runway edge. During the rollout the left-hand wing struck the flight deck of the stationary airplane (RA-76825) on taxiway 2, ripping away a large part of the forward fuselage. A fire erupted. Four of the seven crew members died. RA-76827 suffered damage to the wing but none of the 31 occupants were hurt. Makhachkala has a single runway (14/32), measuring 8688 Ã 230 ft (2648 Ã 70 m).Sources: Ministry of Internal Affairs press released dated 16.1.2009  Soviet Transports  airdisaster.ru   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":47,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿",NA,"https://aviation-safety.net/database/record.php?id=20090115-2"
