"Time","Type","Date","Owner.operator","Registration","MSN","Year.of.manufacture","Engine.model","Fatalities","Other.fatalities","Aircraft.damage","Category","Location","Phase","Nature","Departure.airport","Destination.airport","Investigating.agency","Confidence.Rating","Narrative","detail_link"
"08:10","    British Aerospace 4121 Jetstream 41","Monday 3 January 2022","SA Airlink","ZS-NRJ","41062","1995Total airframe hrs:35782 hours","Garrett TPE331-14GR-805H","0 / Occupants: 7","0","Substantial","Accident","near Venetia Mine Airport -   South Africa","Landing","Passenger - Non-Scheduled/charter/Air Taxi","Johannesburg-O.R. Tambo International Airport (JNB/FAOR)","Venetia Mine Airport (FAVM)"," CAA S.A.","Accident investigation report completed and information captured","A SA Airlink Jetstream 41 aircraft departed Johannesburg International Airport on a commercial flight to Venetia Mine Airport. After takeoff the aircraft climbed to the cruising altitude flight level 210 (FL210) in accordance with the flight plan. During the descent to Venetia Mine, the first officer made a radio call to the aerodrome inspector on the VHF radio to inform him that they would be landing shortly. Thereafter, the aerodrome inspector went to perform a runway inspection. Once complete, the aerodrome inspector informed the flight that he had completed the runway inspection and that it was clear of foreign object debris and no wildlife was spotted close to the runway.  The crew stated that touchdown was normal on runway 08, however, during the landing roll at a ground speed of approximately 104 knots, with the propellers in the reverse thrust configuration (course pitch), a large bird (Kori Bustard) got airborne from the grass area next to the runway on the right side. The bird impacted the no.2 (right-side) propeller and one of the blades was severed. Some fragments from the blade penetrated the fuselage (third row of seats).  According to the crew, the bird strike caused the aircraft to shake and the number 2 engine to show an over temperature indication. The Exhaust Gas Temperature (EGT) indication was over 750Â°C. The crew followed the engine shut down procedure while bringing the aircraft to a stop on the runway. After the aircraft had stopped, the captain, through the intercom, spoke with the passengers to check if they were harmed. The cabin crew member reported that nobody was injured after checking with the passengers. The crew then taxied the aircraft to the apron with only the left engine in operation. Once the engine was shut down, the passengers disembarked the aircraft. The aircraft sustained substantial damage. Probable Cause A bird strike on the propeller blade caused the overload fracture and separation failure of the blade. Contributory Factors: 1. Inadequate control of wildlife at the airfield. 2. Inadequate number of trained personnel to monitor and deter possible wildlife during aircraft operations.Accident investigation:   Investigating agency: CAA S.A. Report number: CA18/2/3/10097 Status: Investigation completedDuration: 1 year 1 monthDownload report:  Final report Sources: Airlink   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":45,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220103-0"
"12:00","    British Aerospace 3101 Jetstream 31","Tuesday 4 January 2022","LANHSA - LÃ­nea AÃ©rea Nacional de Honduras S.A","HR-AYY","657","1985Total airframe hrs:22470 hours",NA,"0 / Occupants: 20","0","Substantial","Accident","RoatÃ¡n-Juan Manuel GÃ¡lvez International Airport (RTB) -   Honduras","Landing","Passenger - Scheduled","La Ceiba-Goloson International Airport (LCE/MHLC)","RoatÃ¡n-Juan Manuel GÃ¡lvez International Airport (RTB/MHRO)"," CIAIA Honduras","Information verified through data from accident investigation authorities","A BAe Jetstream 31 passenger plane, HR-AYY, suffered a right-hand main landing gear collapse upon landing on runway 07 at RoatÃ¡n Airport, Honduras. The no.2 propeller struck the runway and the aircraft swung off the right side of the runway, coming to rest on soft ground.METAR: 16:00 UTC / 10:00 local time: MHRO 041600Z 08004KT 9999 FEW020 28/24 Q1019 A3009 NOSIG=17:00 UTC / 11:00 local time: MHRO 041700Z 09006KT 9999 SCT022TCU 28/25 Q1018 A3006 NOSIG=18:00 UTC / 12:00 local time: MHRO 041800Z 09008KT 9999 SCT022CB 28/24 Q1017 A3003 NOSIG=19:00 UTC / 13:00 local time: MHRO 041900Z 09007KT 9999 SCT022TCU 29/24 Q1016 A3000 NOSIG=20:00 UTC / 14:00 local time: MHRO 042000Z 04006KT 9999 FEW024TCU 29/24 Q1015 A2997 NOSIG=Accident investigation:   Investigating agency: CIAIA Honduras Report number: AHAC-ACCID-01-2022 Status: Preliminary reportDuration: Download report:  Preliminary report Sources: LANHSA  www.laprensa.hn   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":7,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220104-0"
"17:07","    Boeing 737-4H6","Wednesday 5 January 2022","Caspian Airlines","EP-CAP","26466/2372","1992","CFMI CFM56-3C1","0 / Occupants: 126","0","Substantial","Accident","Isfahan-Shahid Beheshti Airport (IFN) -   Iran","Landing","Passenger - Scheduled","Mashhad Airport (MHD/OIMM)","Isfahan-Shahid Beheshti Airport (IFN/OIFM)"," AAIB Iran","Information verified through data from accident investigation authorities","Caspian Airlines flight 6904, a Boeing 737-4H6, sustained substantial damage when the left-hand main gear collapsed during landing on runway 25 at Isfahan-Shahid Beheshti Airport (IFN/OIFM), Iran. Five passengers were injured as a result of the evacuation. The aircraft landed following a visual approach to runway 25. After touchdown, abnormal vibration was felt, followed by the collapse of the left-hand main gear. The aircraft veered right and came to a stop on the side of the runway.METAR: UTC /  local time: OIFM 051330Z 32010KT 9999 SCT040 06/M06 Q1016 A3001= UTC /  local time: OIFM 051400Z 32010KT 9999 SCT040 06/M06 Q1016 A3002=Accident investigation:   Investigating agency: AAIB Iran Report number: A14001015EPCAP Status: Preliminary reportDuration: Download report:  Preliminary report Sources:  Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":56,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220105-0"
"04:35","    Tupolev Tu-204-100C","Saturday 8 January 2022","Cainiao, opb Aviastar-TU","RA-64032","1450742264032","2002","Soloviev PS-90A","0 / Occupants: 8","0","Destroyed, written off","Accident","Hangzhou Xiaoshan International Airport (HGH) -   China","Pushback / towing","Cargo","Hangzhou Jianqiao Airport (HGH/ZSHC)","Novosibirsk-Tolmachevo Airport (OVB/UNNT)"," CAAC","Accident investigation report completed and information captured","The Tupolev Tu-204-100C was destroyed by on board fire at Hangzhou Xiaoshan International Airport (HGH), Zhejiang Province, China. Loaded with around 19.4 tons of general cargo, the aircraft was preparing to depart on a flight to Novosibirsk-Tolmachevo Airport, Russia. During pushback, the first officer taking the right seat pressed the test botton of the emergency oxygen mask on his side according to the pre-flight checklist. Second later, with a bright flash, the cockpit's right side suddenly burst into flames. Unable to put down the rapidly growing fire with the fire extinguisher on board, the eight crew members were forced to evacuate after only three minutes. Three people sustained slight injuries when they jumped down the plane. Firefighters were only able to quench the fire after four and a half hours. Leakage of the emergency oxygen system was determined by the investigation team as the probable source of the fire. Accident investigation:   Investigating agency: CAAC Report number: ECEC_AAR_2022_01 Status: Investigation completedDuration: 1 year and 6 monthsDownload report:  Final report Sources: CAAC (Eastern). Investigation Report ECEC_AAR_2022_01. (in Chinese)  Location  Images: photo (c) Anna Zvereva; Moskva-Vnukovo Airport (VKO/UUWW); 05 June 2021; (CC:by-sa) Revision history:Date/timeContributorUpdates29-Apr-2024 09:50 RDV Updated [Time, Operator, Location, Phase, Departure airport, Source, Narrative, ]29-Apr-2024 09:53 ASN Updated [Narrative, Accident report, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220108-0"
"02:00","    Beechcraft 200 Super King Air","Wednesday 12 January 2022","private","","",NA,NA,"0 / Occupants: 0","0","Destroyed, written off","Unlawful Interference","Machakilha, Toledo District, Grahem Creek area -   Belize","Standing","Illegal Flight","","",NA,"Information is only available from news, social media or unofficial sources","A Beechcraft King Air 200 transporting drugs  landed in Machakilha, Toledo District, Grahem Creek area in Belize. The aircraft was found burnt and no drugs were found at the scene.Sources: lovefm.com  edition.channel5belize.com  https://lovefm.com/drug-plane-lands-in-southern-belize/  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":50,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220112-0"
"","    Airbus A320-214 (WL)","Sunday 16 January 2022","Star Flyer","JA24MC","7414","2016","CFMI CFM56-5B4/P","0 / Occupants: 56","0","None","Accident","near Okayama City -   Japan","En route","Passenger - Scheduled","Tokyo-Haneda Airport (HND/RJTT)","Kita Kyushu-Kokura Airport (KKJ/RJFR)"," JTSB","Accident investigation report completed and information captured","The aircraft took off from Tokyo International Airport (RJTT) at 18:48 (JST). During the flight, it encountered turbulence near Okayama City, at an altitude of approximately 8,500m, and one passenger got injured (fractured ribs). It continued the flight and landed at Kitakyushu Airport (RJFR) at 20:22 (JST). Probable cause: ""The JTSB concludes that it is probable that in this accident, when encountering clear air turbulence created due to the jet stream, the Aircraft was shaken to the left, therefore, the passenger hit their right side against the armrest on the right side of the seat, resulting in their serious injury.""Accident investigation:   Investigating agency: JTSB Report number: AA2023-4 Status: Investigation completedDuration: 1 year and 5 monthsDownload report:  Final report Sources: https://bea.aero/en/investigation-reports/notified-events/detail/accident-to-the-airbus-a320-registered-ja24mc-operated-by-star-flyer-on-16-01-2022-en-route/  https://jtsb.mlit.go.jp/jtsb/aircraft/detail2.php?id=2309 Revision history:Date/timeContributorUpdates11-Feb-2025 15:32 ASN Updated [Total occupants, Narrative, Accident report, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/302469"
"09:00","    Cessna 208B Grand Caravan EX","Wednesday 19 January 2022","Mahan Air","YV3033","208B5140","2014","Pratt & Whitney Canada PT6A-140","0 / Occupants: 18","0","Substantial","Accident","near Vakilabad, Arzuiyeh -   Iran","Landing","Passenger - Non-Scheduled/charter/Air Taxi","","",NA,"Information is only available from news, social media or unofficial sources","A Cessna 208B Grand Caravan EX force landed on agricultural terrain near Vakilabad, Arzuiyeh, Iran, after the flight encountered poor visibility conditions. The aircraft was registered in Venezuela as YV3033 and previously operated for Conviasa.Sources: www.mehrnews.com   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":53,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220119-0"
"11:57","    Airbus A320-232","Saturday 22 January 2022","JetBlue Airways","N760JB","3659","2008Total airframe hrs:50588 hours","IAE V2527-A5","0 / Occupants: 108","0","Substantial, repaired","Accident","Hayden-Yampa Valley Airport, CO (HDN) -   United States of America","Take off","Passenger - Scheduled","Hayden-Yampa Valley Airport, CO (HDN/KHDN)","Fort Lauderdale International Airport, FL (FLL/KFLL)"," NTSB","Accident investigation report completed and information captured","JetBlue Airways flight 1748, an Airbus A320-232, suffered a tailstrike on takeoff from Hayden-Yampa Valley Airport (HDN), Colorado, USA,  resulting in substantial damage to the airplane. About 11:48 local time JetBlueâs 1748 flight crew announced on the common traffic advisory frequency (CTAF) that they were leaving the ramp area to taxi to runway 10 for departure. A few seconds later, a Beechcraft B300 King Air, N350J, on an instrument flight rules (IFR) flight plan reported on the local CTAF that they were ""about 9 minutes out, for ten, coming in from the east, descending out of 17,000 ft"". The UNICOM operator at HDN responded to N350J stating that there were ""multiple aircraft inbound"" and winds were calm and provided the altimeter setting. After this exchange, the JetBlue crew began discussing the active runway and the multiple inbound airplanes using runway 10. About the time the JetBlue flight crew was starting their second engine and conducting engine checks, the King Air flight crew was contacting Denver ARTCC to cancel their IFR flight plan because they had visually acquired HDN and intended to land on runway 28. The Denver ARTCC controller acknowledged the IFR cancellation. The King Airâs flight crew subsequently announced, about 11:53 on CTAF that they were ""going to go ahead and land two eight"" and were ""straight-in two eight right now"". About 10 seconds later, the JetBlue flight crew announced on CTAF they were leaving the ramp area and were taxiing to runway 10 for departure. HDN UNICOM reported that multiple airplanes were inbound, and the winds were calm. While the JetBlue flight crew was performing an after-start checklist, the King Air announced on CTAF they were on a ""12-mile final two eight straight-in"". About 45 seconds later, the King Air asked on CTAF if anyone was about to depart from runway 10, and the JetBlue flight crew replied that they intended to hold on the taxiway near the end of runway 10 and wait for a clearance from Denver ARTCC. The King Air replied they were on a ""10-mile final, two eight, straight-in"". The JetBlue flight crew said ""alright, copy"" and that they would keep an eye out for them. About 11:55, the JetBlue flight crew received clearance to their destination after reporting to Denver ARTCC that they were ready for departure on runway 10 at HDN.  The JetBlue flight crew then announced on CTAF that they had received their clearance and would be departing on ""runway one zero"". Within 5 seconds, the King Airâs flight crew reported they ""had a king air on final two eight"" and that they ""had been calling."" JetBlueâs flight crew replied on CTAF that they thought the King Air was ""8 or 9 miles out"", to which the King Air replied they were 4 miles out, ""even less than that."" The JetBlue first officer, (pilot monitoring (PM)) stated that they looked for the airplane both visually and on their onboard traffic alert and collision avoidance system (TCAS) and did not see any air traffic. JetBlue flight crew acknowledged the King Air, looked for traffic approaching runway 10, and announced on CTAF that they were beginning their takeoff from runway 10 at HDN. The King Airâs flight crew replied that they were on a short final and ""I hope you donât hit us.""  According to ADS-B data, when JetBlue taxied onto runway 10 the King Air was on a reciprocal course 4.91 nautical miles from JetBlue. JetBlueâs crew increased thrust for takeoff about 11:57. About 11 seconds later, just prior to the 80 knots call out, the PM asked the PF if the King Air was on runway 28. The captain (pilot flying (PF)) asked ""is he?"" to which the PM said ""Yes, he is on 28, do you see him?"" to which the PF said no.  About 20 seconds after JetBlue started their take off on runway 10, the flight crew of the King Air asked JetBlue if they were going to do a quick turn-out, to which they replied, ""yes sir."" Concurrent to this conversation, JetBlueâs captain pitched the airplane up, 24 knots before rotation speed, to avoid the approaching King Air and subsequently struck the tail of the airplane on the runwayâs surface. He began a climbing right turn away from the traffic indicated on the TCAS. JetBlueâs captain and first officer both stated they never visually acquired the approaching King Air. According to ADS-B data, when JetBlue began its right turn after departure from runway 10 the King Air was on a reciprocal course with 2.27 nautical miles of separation between the converging airplanes.  While climbing to their cruising altitude, the flight crew discussed what had happened and consulted a jetBlue maintenance controller on their tailstrike. It was decided to divert to Denver for damage assessment.  The flight safely landed at Denver at 12:42 hours. Probable Cause: The captainâs rotation of the airplane pitch before the rotation speed on takeoff due to his surprise about encountering head on landing traffic, which resulted in an exceedance of the airplaneâs pitch limit and a subsequent tail strike. Contributing to the accident was the flight crewâs expectation bias that the incoming aircraft was landing on the same runway as they were departing from, and the conflicting trafficâs nonstandard use of phraseology when making position calls on the common traffic advisory frequency.METAR: 17:56 UTC / 10:56 local time: KHDN 221756Z AUTO 21005KT 8SM -SN FEW003 M11/M14 A3037 RMK AO2 SNB11 SLP364 P0000 60000 T11061144 11072 21144 51008 FZRANO19:23 UTC / 12:23 local time: KHDN 221923Z AUTO 19003KT 10SM BKN003 M06/M14 A3035 RMK AO2 FZRANOAccident investigation:   Investigating agency: NTSB Report number: DCA22LA069 Status: Investigation completedDuration: 1 year and 10 monthsDownload report:  Final report Sources: Flightaware   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220122-0"
"03:30","    Bombardier CL-600-2B16 Challenger 604","Thursday 27 January 2022","Volare Aviation","2-SLOW","5422","1999",NA,"0 / Occupants: 7","0","Substantial, written off","Accident","Heraklion-N. Kazantzakis Airport (HER/LGIR) -   Greece","Landing","Executive","Oxford-Kidlington Airport (OXF/EGTK)","Heraklion-N. Kazantzakis Airport (HER/LGIR)",NA,"Information is only available from news, social media or unofficial sources","The Challenger 604 was landing on runway 27 at Heraklion-N. Kazantzakis Airport (HER), Greece, when the nose landing gear collapsed.METAR: 01:20 UTC / 03:20 local time: LGIR 270120Z 33016G27KT 9999 -RA FEW012 FEW016TCU BKN025 07/04 Q1022 NOSIG02:20 UTC / 04:20 local time: LGIR 270220Z 34011KT 9999 FEW012 FEW016TCU BKN025 08/03 Q1022 NOSIG Sources: www.in.gr   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220127-0"
"00:18","    Bombardier CL-600-2B16 Challenger 604","Monday 31 January 2022","Lima Delta Co Trustee","N999PX","5387","1998Total airframe hrs:8456 hoursCycles:4872 flights","General Electric CF34-3B","0 / Occupants: 4","0","Substantial, written off","Accident","London-Stansted Airport (STN) -   United Kingdom","Landing","Unknown","Cairo International Airport (CAI/HECA)","London-Stansted Airport (STN/EGSS)"," AAIB","Accident investigation report completed and information captured","A Challenger 604 corporate jet sustained damage during a crosswind landing on runway 22 at London-Stansted Airport, UK. Control was lost during an attempted landing in a strong crosswind, following an ILS approach. The left wingtip struck the runway several times and remained in contact with the ground as the aircraft departed the paved surface into the grass area at the side of the runway. The aircraftâs stick pusher also activated, resulting in a hard landing that damaged the aircraftâs nose landing gear assembly. The flight then diverted to London-Gatwick Airport, where it landed at 00:51 UTC. Conclusion The aircraft yawed and rolled rapidly following a long float with insufficient airspeed in strong gusting wind conditions. Stick shaker activation was followed almost immediately by stick pusher activation, resulting in the aircraft landing on its nosewheel. A crosswind exceeding the commanderâs personal limit was forecast before departure. It would have been possible to delay departure or select an alternative arrival aerodrome with more favourable conditions.  The commander reflected that although there was an opportunity to discontinue the approach earlier, he had felt compelled to continue with the landing by a degree of plan continuation bias. Fatigue, commercial pressure and the nature of their interactions may have made the pilots more susceptible to this bias.METAR: 00:20 UTC / 00:20 local time: EGSS 310020Z AUTO 30013G24KT 9999 NCD 07/03 Q101600:50 UTC / 00:50 local time: EGSS 310050Z AUTO 29012KT 260V320 9999 NCD 07/02 Q101623:50 UTC / 23:50 local time: EGSS 302350Z AUTO 29013KT 250V330 9999 -RA SCT014/// SCT021/// BKN039/// //////TCU 07/04 Q1016Accident investigation:   Investigating agency: AAIB Report number: AAIB-27993 Status: Investigation completedDuration: 1 year and 10 monthsDownload report:  Final report Sources: Flightaware track  NTSB  Salvage tender   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":141,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20220131-1"
