"Time","Type","Date","Owner.operator","Registration","MSN","Year.of.manufacture","Engine.model","Fatalities","Other.fatalities","Aircraft.damage","Category","Location","Phase","Nature","Departure.airport","Destination.airport","Investigating.agency","Confidence.Rating","Narrative","detail_link"
"10:11","    Saab 340A","Wednesday 2 January 2013","SOL LÃ­neas AÃ©reas","LV-BMD","340A-123","1988Total airframe hrs:47798 hours","General Electric CT7-5A2","0 / Occupants: 33","0","Substantial, written off","Accident","Mendoza-El Plumerillo Airport, MD (MDZ) -   Argentina","Taxi","Passenger - Scheduled","Mendoza-El Plumerillo Airport, MD (MDZ/SAME)","Comodoro Rivadavia Airport, CB (CRD/SAVC)"," JIAAC","Accident investigation report completed and information captured","A Saab 340A passenger plane, registered LV-BMD, sustained damage in a taxiway excursion accident at Mendoza-El Plumerillo Airport, MD (MDZ), Argentina. There were no injuries among the 30 passengers and three crew members. SOL LÃ­neas AÃ©reas flight 5420 was taxiing for takeoff at Mendoza-El Plumerillo Airport when the crew lost directional control of the aircraft. The airplane exited the taxiway and came to rest on rough terrain. Propeller blades of engine no. 1 were damaged, with shrapnel causing a 5 cm long hole in the fuselage. Aviation sources in Argentina reported in March 2013 that the airplane was considered damaged beyond economical repair. Conclusions: (translated from Spanish) While taxiing to the holding point of the runway in use, the crew of flight 8R5420 lost directional control and departed the taxiway, which resulted in the impact of the aircraft with objects on the ground. This was due to a combination of the following factors: - The electric pump which controls fluid pressure in the hydraulic system was not operational, generating a deficit of fluid pressure in the hydraulic system. - The low fluid pressure warning in the hydraulic system was not recognized by the crew. - The crew could not control the path of the aircraft due to the unavailability of nose wheel steering. - The persistence of an informal practice among the crews of the operator on the operation of the hydraulic system, contrary to the concept of operation of the hydraulic system established by the manufacturer. - The lack of detection of the informal practice on the operation of the hydraulic system by the operator's safety monitoring mechanisms.Accident investigation:   Investigating agency: JIAAC Report number: Final report Status: Investigation completedDuration: 2 years and 11 monthsDownload report:  Final report Sources: JIAAC  Susto en Mendoza: se despistÃ³ un aviÃ³n de Sol (Perfil.com, 2-1-2013)   Location  Images: photo (c) Gustavo Lepez; Mendoza-El Plumerillo Airport, MD (MDZ/SAME); February 2013 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20130102-0"
"11:45","    Britten-Norman BN-2A-27 Islander","Friday 4 January 2013","Transaereo 5074","YV2615","20","1968",NA,"6 / Occupants: 6","0","Destroyed, written off","Accident","between Los Roques and Caracas -   Venezuela","En route","Passenger - Non-Scheduled/charter/Air Taxi","Los Roques Airport (LRV/SVRS)","Caracas-SimÃ³n BolÃ­var International Airport (CCS/SVMI)",NA,"Information is only available from news, social media or unofficial sources","A Britten-Norman BN-2A-27 Islander, YV2615, was reported missing on a flight between Los Roques Airport (LRV) and Caracas-SimÃ³n BolÃ­var International Airport (CCS), Venezuela. There are six persons on board. At 11:32 local time the airplane took off from runway 07 at Los Roques and starting climbing to the planned cruising altitude of 6500 feet. Some seven minutes after takeoff, the pilot radioed that they were 10 NM from the Gran Roque VOR, at an altitude of 5000 feet. The controller instructed the flight to contact Maiquetia Approach, but no contact was established. Radar data showed that the flight continued to climb, reaching 5400 feet at a distance of 13.3 NM from the Gran Roque VOR. Speed was 120 knots. At that point the airplane rapidly started to lose altitude and speed. A piece of luggage that was carried aboard the plane was found late January on the coast of the island of CuraÃ§ao. On February 12, two bags belonging to the occupants of the missing plane were found washed ashore at the island of Bonaire. On June 27, the wreckage was located by a search party. The wreckage was salvaged on November 25, 2013.Sources: Rescate Venezuela  ANSV   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20130104-0"
"15:00","    Let L-410UVP-E9","Tuesday 8 January 2013","Aeroeste","CP-2382","861727","1986","Walter M-601E","0 / Occupants: 12","0","Substantial, repaired","Accident","Santa Cruz-El Trompillo Airport (SRZ) -   Bolivia","Landing","Passenger - Scheduled","","Santa Cruz-El Trompillo Airport (SRZ/SLET)",NA,"Information verified through data from accident investigation authorities","A Let L-410 passenger plane, operated by Aeroeste, sustained substantial damage in a gear-up landing at Santa Cruz-El Trompillo Airport (SRZ), Bolivia. There were no injuries among the 12 occupants.Sources: DGAC Bolivia   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20130108-0"
"19:58","    Cessna 208B Super Cargomaster","Tuesday 15 January 2013","Martinaire","N1120N","208B0386","1994Total airframe hrs:10132 hours","Pratt & Whitney Canada PT6A-114A","1 / Occupants: 1","0","Destroyed, written off","Accident","2,5 km W of Pellston Regional Airport, MI (PLN) -   United States of America","Initial climb","Cargo","Pellston Regional Airport, MI (PLN/KPLN)","Lansing-Capital City Airport, MI (LAN/KLAN)"," NTSB","Accident investigation report completed and information captured","A Cessna 208B Cargomaster, N1120N, crashed shortly after takeoff from Pellston Regional Airport, MI (PLN). It came down in a wooded area, killing the pilot. The pilot had flown from Sault Ste. Marie-Chippewa County Airport, MI (CIU) and landed at Pellston to refuel the airplane and pick up 570 pounds of cargo. After the airplane was refueled and the cargo was loaded, the pilot taxied to runway 23 and departed. The airplane entered a right bank almost immediately after takeoff, and climbed to an altitude of about 260 feet above ground level (AGL) before it began to descend. The airplane impacted trees and came to rest in a heavily wooded area.  There was no evidence of preimpact mechanical malfunctions or failures that would have precluded normal operation. PROBABLE CAUSE: ""The pilot's inadvertent controlled descent into terrain due to spatial disorientation. Contributing to the accident was lack of visual reference due to night conditions.""METAR: 01:54 UTC / 21:54 local time: KPLN 160154Z AUTO 21012G17KT 10SM OVC050 M03/M08 A3010 RMK AO2 SLP207 T1033108302:54 UTC / 22:54 local time: KPLN 160254Z AUTO 18007KT 10SM OVC050 M03/M08 A3007 RMK AO2 SLP199 T10331083 58022Wind 180 degrees at 7 knots; Visibility: 10 or more miles; overcast cloud deck at 5000 feet AGL; Temperature: -3Â°C; Dewpoint: -8Â°C; Pressure 1018.4 mb23:54 UTC / 20:54 local time: KPLN 152354Z AUTO 21010G16KT 10SM BKN036 BKN048 OVC055 M03/M09 A3014 RMK AO2 SNE2257 SLP223 P0000 60000Accident investigation:   Investigating agency: NTSB Report number: CEN13FA135 Status: Investigation completedDuration: 1 year Download report:  Final report Sources: FAA  Flightaware  upnorthlive.com  NTSB   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20130115-0"
"17:42","    Airbus A340-312","Thursday 17 January 2013","Aerolineas Argentinas","LV-BMT","048","1993","CFMI CFM56-5C3","0 / Occupants: 254","0","Minor","Accident","Miami International Airport, FL (MIA/KMIA) -   United States of America","Taxi","Passenger - Scheduled","SAEZ","Miami International Airport, FL (MIA/KMIA)"," NTSB","Accident investigation report completed and information captured","An Airbus A340-312 of Aerolineas Argentinas was taxiing to gate when it hit the vertical stabilizer of a Boeing 777-328ER of Air France that was parked at gate Sources: https://www.clarin.com/sociedad/airbus-aerolineas-choco-miami-heridos_0_HJ9GITsiv7g.html  Location  Media:Revision history:Date/timeContributorUpdates30-Nov-2013 09:05 Chazza27 Added 21-Dec-2016 19:28 ASN Update Bot Updated [Time, Damage, Category, Investigating agency, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/162559"
"17:42 LT","    Boeing 777-328ER","Thursday 17 January 2013","Air France","F-GZNI","39973/924","2011","General Electric GE90-115B","0 / Occupants: 397","0","Substantial, repaired","Accident","Miami International Airport, FL (MIA/KMIA) -   United States of America","Standing","Passenger - Scheduled","Miami International Airport, FL (MIA/KMIA)",""," NTSB","Accident investigation report completed and information captured","Air France flight 695, a Boeing 777-300, F-GNZI, was parked at the gate and in the process of boarding passengers at the Miami International Airport (KMIA), Miami, Florida, when the left winglet of taxiing Aerolineas Argentinas flight 1304, an Airbus A340-300, LV-BMT, struck its right horizontal stabilizer and elevator. The elevator of F-GNZI was substantially damaged and LV-BMT sustained minor damage. There were no reported injuries on either aircraft.  Probable Cause:  LV-BMT flight crew's incorrect evaluation of the clearance between the two aircraft, leading to the inadvertent collision of the left winglet with the horizontal stabilizer and elevator of F-GNZI. Contributing to the accident were the incorrect instructions given by the Miami Gates controller to the LV-BMT flight crew.Accident investigation:   Investigating agency: NTSB Report number: DCA13LA039A Status: Investigation completedDuration: 7 years and 2 monthsDownload report:  Final report Sources: NTSB DCA13LA039  Location  Revision history:Date/timeContributorUpdates02-Jun-2023 16:22 ASN Update Bot Added 17-Oct-2024 17:33 ASN Updated [Cn, Total occupants, Other fatalities, Nature, Departure airport, Destination airport, Narrative, ]17-Oct-2024 17:33 ASN Updated [Other fatalities, Damage, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/314334"
"10:30","    CASA C-212 Aviocar 300","Thursday 17 January 2013","South African Air Force - SAAF","8020","371","1988",NA,"0 / Occupants: 5","0","Destroyed, written off","Accident","Bloemspruit Air Force Base (BFN) -   South Africa","Landing","Military","","Bloemspruit Air Force Base (BFN/FABL)",NA,NA,"The aircraft landed heavily on its nose wheel and thereafter ran off the runway. It ended beside the runway, with the left wing touching the ground. The SAAF flight crew were uninjured. The aircraft suffered wing and engine damage.Sources: www.saairforce.co.za  defenceWeb 17-1-2013  defenceWeb 28-1-2013   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":48,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20130117-0"
"4:30","    British Aerospace ATP","Thursday 17 January 2013","West Atlantic Sweden","LX-WAV","2041","1991",NA,"0 / Occupants: 2","0","Substantial","Accident","KÃ¶ln/Bonn-Konrad Adenauer Airport (CGN/EDDK) -   Germany","Standing","Passenger - Scheduled","KÃ¶ln/Bonn-Konrad Adenauer Airport (CGN/EDDK)",""," BFU","Information verified through data from accident investigation authorities","After loading, a ground vehicle collided with the aircraft.Sources: BFU AX001-13  Revision history:Date/timeContributorUpdates21-Jan-2024 18:44 harro Updated [Registration, Cn, Operator, Total occupants, Other fatalities, Phase, Departure airport, Source, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":7,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/350171"
"22:01","    de Havilland Canada DHC-6 Twin Otter 300","Wednesday 23 January 2013","Kenn Borek Air","C-GKBC","650","1979Total airframe hrs:28200 hours","Pratt & Whitney Canada PT6A-27","3 / Occupants: 3","0","Destroyed, written off","Accident","Mount Elizabeth -   Antarctica","En route","Ferry/positioning","South Pole-Amundsen-Scott Station","Terra Nova Bay-Zucchelli Station"," TSB","Accident investigation report completed and information captured","A de Havilland Canada DHC-6 Twin Otter airplane was destroyed when it crashed into a steep snow- and ice-covered mountain slope at 13,000 feet 3960 metres) asl in the Queen Alexandra range in Antarctica. All three crew members were killed. The airplane operated on a VFR repositioning flight from Amundsen-Scott Station to the Zucchelli Station at Terra Nova Bay, Antarctica. There was a solid cloud cover in the area and the crewÂs view of Mount Elizabeth was likely to have been obscured. The crew probably received a terrain warning 45 seconds before impact. A climb was initiated, but aircraft climb performance was not sufficient to avoid the terrain. Search and rescue workers made visual contact with the plane's crash site late at night on January 25. Findings as to causes and contributing factors: The crew of C-GKBC made a turn prior to reaching the open region of the Ross Shelf. The aircraft might have entered an area covered by cloud that ultimately led to the aircraft contacting the rising terrain of Mount Elizabeth.Accident investigation:   Investigating agency: TSB Report number: A13F0011 Status: Investigation completedDuration: 1 year and 4 monthsDownload report:  Final report Sources: Maritime New Zealand  CBC  CADORS  TSB  SKYbraryÂ  History of this aircraft Other occurrences involving this aircraft ï»¿  12 April 2010 C-GKBC Kenn Borek Air 0 Melville Island, NU sub Location  Images: photo (c) Aleks; Patriot Hills; 29 December 2009 photo (c) via Werner Fischdick; Vancouver International Airport, BC (YVR/CYVR); June 1993 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":64,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20130123-0"
"17:13","    Cessna 208 Caravan","Friday 25 January 2013","TAF Linhas AÃ©reas","PT-OGL","20800102","1986",NA,"0 / Occupants: 1","0","Substantial","Accident","Boituva-Centro Nacional de PÃ¡raquedismo Airfield, SP (SDOI) -   Brazil","Landing","Parachuting","Boituva-Centro Nacional de PÃ¡raquedismo Airfield, SP (SDOI)","Boituva-Centro Nacional de PÃ¡raquedismo Airfield, SP (SDOI)"," CENIPA","Information verified through data from accident investigation authorities","The aircraft took off from Boituva-Centro Nacional de PÃ¡raquedismo Airfield, SP (SDOI) at about 17:13 UTC, In order to perform a skydiving flight. At the time of the accident only the pilot was onboard. On final the propeller went into reverse thrust without being commanded. Due to this the aircraft crashed into a ravine near the runway. The aircraft suffered substantial damage and the pilot suffered minor injuries. Probable Cause: The activation of Reverse thrust without pilot input due to unknown circumstances. Accident investigation:   Investigating agency: CENIPA Report number:  Status: Investigation completedDuration: Download report:  Final report Sources: CENIPA  https://www.jetphotos.com/photo/7402901 (Photo)  Location  Revision history:Date/timeContributorUpdates15-Sep-2020 18:24 ASN Update Bot Added 17-Jan-2025 07:32 Justanormalperson Updated [Time, Aircraft type, Operator, Total fatalities, Total occupants, Location, Phase, Nature, Departure airport, Destination airport, Source, Damage, Narrative, Category, ]17-Jan-2025 07:33 ASN Updated [Narrative, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":51,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/241842"
