"Time","Type","Date","Owner.operator","Registration","MSN","Year.of.manufacture","Engine.model","Fatalities","Other.fatalities","Aircraft.damage","Category","Location","Phase","Nature","Departure.airport","Destination.airport","Investigating.agency","Confidence.Rating","Narrative","detail_link"
"12:05","    Cessna 208B Grand Caravan","Saturday 2 January 2016","Wright Air Service","N540ME","208B0540","1996Total airframe hrs:19555 hours","Pratt & Whitney Canada PT6A-114A","0 / Occupants: 8","0","Substantial, written off","Accident","10 km SW of Anaktuvuk Pass Airport, AK (AKP) -   United States of America","En route","Passenger - Scheduled","Fairbanks International Airport, AK (FAI/PAFA)","Anaktuvuk Pass Airport, AK (AKP/PAKP)"," NTSB","Accident investigation report completed and information captured","The Cessna 208B Grand Caravan airplane, N540ME, sustained substantial damage after impacting terrain about 6 miles southwest of the Anaktuvuk Pass Airport, Alaska. Of the eight people on board, the pilot and four passengers sustained serious injuries, and three passengers sustained minor injuries. Visual meteorological conditions (VMC) prevailed at the Anaktuvuk Pass Airport at the time of the accident. The flight departed from the Fairbanks Airport, about 10:30, destined for Anaktuvuk Pass.  The pilot stated that he was flying along the John's River about 2,500 feet msl, 500 feet above ground level (agl) while en route to Anaktuvuk Pass Airport (AKP). About 10 miles from the airport, he began to climb to airport traffic pattern altitude and maintain a flight track on the east side of the river valley to conduct a straight-in approach to runway 2 at AKP. Although some ice was present on the windshield, the deice/anti-ice equipment was operating as designed, and the windshield hot plate remained free of contamination. He stated that due to the overcast skies and snow covered ground, a flat light condition was present. The aircraft impacted an area of snow-covered tundra, at an elevation of about 2,500 feet msl. The top of the ridge where the airplane impacted is at an approximate elevation of 3,000 feet msl. From the initial point of impact, the airplane traveled about 300 feet before coming to rest in an upright position. The airplane sustained substantial damage to the fuselage and wings.  Immediately following the accident, a passenger utilized a cellular phone to call for rescue from Anaktuvuk Pass residents. About 20 minutes after the call, the airplane was located and rescue personnel began extricating passengers and transporting them via snow machine to Anaktuvuk Pass for medical attention. PROBABLE CAUSE: ""The pilotÂs continued flight into deteriorating, flat light weather conditions, which resulted in impact with mountainous, snow-covered terrain.""METAR: 21:16 UTC / 12:16 local time: PAKP 022116Z AUTO 34003KT 4SM FEW035 OVC042 M07/M11 A2902 RMK AO121:36 UTC / 12:36 local time: PAKP 022136Z AUTO 18007KT 6SM SCT034 BKN043 OVC070 M07/M11 A2903 RMK AO121:56 UTC / 12:56 local time: PAKP 022156Z AUTO 14005KT 6SM BKN050 OVC065 M07/M11 A2902 RMK AO122:16 UTC / 13:16 local time: PAKP 022216Z AUTO 00000KT 10SM BKN042 OVC050 M06/M09 A2902 RMK AO123:36 UTC / 14:36 local time: PAKP 022336Z AUTO 00000KT 4SM BKN035 OVC043 M06/M09 A2902 RMK AO1Accident investigation:   Investigating agency: NTSB Report number: ANC16LA012 Status: Investigation completedDuration: 1 year and 7 monthsDownload report:  Final report Sources: ADN  FAA  KTVA   Location  Images: photo (c) Timo Blossfeld; Fairbanks International Airport, AK (FAI/PAFA); 06 June 2011 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":51,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160102-0"
"17:30 LT","    Embraer ERJ-170SE","Sunday 3 January 2016","United Express, opb Shuttle America","N643RW","17000060","2005","GE CF34","0 / Occupants: 72","0","None","Accident","Raleigh, North Carolina -   United States of America","En route","Passenger - Scheduled","Palm Beach AFB, FL (PBI/KPBI)","Newark-Liberty International Airport, NJ (EWR/KEWR)"," NTSB","Accident investigation report completed and information captured","According to crew statements, the flight crew briefed the flight attendants (FA) that turbulence was forecast for the flight and that they would keep them updated throughout.Â  During the first portion of the flight, the flight encountered light turbulence and occasional moderate turbulence several times and the flight crew made public address (PA) announcements each time. Later, the flight encountered unexpected turbulence and the flight crew immediately turned on the fasten seatbelt sign and made a PA announcement.Â  During that time, a FA was stowing a beverage cart in the aft galley, and the turbulence caused the cart to bump the FAs hand.Â  The FA continued to perform her duties and the flight landed uneventfully. The next day, the FAs hand was painful and swollen and she was diagnosed with a broken wrist. Probable Cause: an encounter with turbulence resulting in a serious injury to a flight attendant.Accident investigation:   Investigating agency: NTSB Report number: DCA16CA041 Status: Investigation completedDuration: 7 monthsDownload report:  Final report Sources: NTSB DCA16CA041  Location  Revision history:Date/timeContributorUpdates02-Jun-2023 14:00 ASN Update Bot Added Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":45,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/314213"
"23:00","    Canadair CL-600-2C10 Regional Jet CRJ-702","Sunday 3 January 2016","United Express, opb GoJet Airlines","N164GJ","10256","2006","General Electric CF34-8C5B1","0 / Occupants: 69","0","Substantial, repaired","Accident","Chicago-O'Hare International Airport, IL (ORD) -   United States of America","Standing","Passenger - Scheduled","Chicago-O'Hare International Airport, IL (ORD/KORD)","Omaha-Eppley Airfield, NE (OMA/KOMA)",NA,"","A CRJ-700 passenger jet, operated by GoJet Airlines, was struck by an airport vehicle while parked in the non-movement area at Chicago-O'Hare International Airport, IL (ORD). The driver of the vehicle and a flight attendant suffered minor injuries. The vehicle, which impacted the right hand wing tip, sustained substantial damage.Sources: ABC7 Chicago  FAA  FlightAware   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160103-0"
"09:45","    Beechcraft 200 Super King Air","Monday 4 January 2016","Skyway Aircraft Inc.","N275X","BB-502","1979Total airframe hrs:907 hours","Pratt & Whitney Canada PT6A-41","0 / Occupants: 1","0","Substantial, written off","Accident","St. Petersburg-Clearwater International Airport, FL (PIE) -   United States of America","Landing","Ferry/positioning","St. Petersburg-Albert Whitted Airport, FL (SPG/KSPG)","St. Petersburg-Clearwater International Airport, FL (PIE/KPIE)"," NTSB","Accident investigation report completed and information captured","The pilot departed on a positioning flight to a nearby airport to have the flaps examined. The pilot performed the landing checklist, which included extending the landing gear when the airplane was about 7 miles from the destination airport. Upon contacting the control tower, he was informed that the airplane was number two to land and was provided a vector for sequencing. After about 4 minutes, the pilot was instructed to turn toward the airport and cleared to land. The pilot stated that during his preparation for a no flap landing, he forgot that he had retracted and not subsequently lowered the landing gear. During the landing flare, the control tower stated ""gear"" and he attempted to abort the landing; however, the airplane contacted the runway and slid to a stop, about 2,500 feet beyond the beginning of the runway. A fuel bladder leak resulted in a fire in the area of the left engine nacelle and substantial damage to the left wing. The pilot stated that he did not hear a landing gear warning horn prior to the accident. According to the airplane flight manual, the landing gear warning would activate intermittently with the gear not down below a certain power setting. Postaccident damage precluded a functional check of the landing gear warning system; however, the pilot stated that he utilized additional power during the no flap landing and that he did not recall the specific power setting used. He further reported about 12,600 hours of total flight experience, which included about 955 hours in the same make and model as the accident airplane. PROBABLE CAUSE: ""The pilot's failure to properly configure the airplane's landing gear prior to landing, which resulted in a gear-up landing.""Accident investigation:   Investigating agency: NTSB Report number: ERA16CA080 Status: Investigation completedDuration: 2 monthsDownload report:  Final report Sources: NTSB   Location  Images: photo (c) FAA; St. Petersburg-Clearwater International Airport, FL (PIE); January 2016 photo (c) FAA; St. Petersburg-Clearwater International Airport, FL (PIE); January 2016 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160104-0"
"","    Basler BT-67 Turbo 67 (AC-47T)","Tuesday 5 January 2016","Fuerza AÃ©rea Colombiana","FAC-1658","32541/15793","1945","Pratt & Whitney Canada PT6A-67R","0 / Occupants: 2","0","Substantial, repaired","Accident","Tres Esquinas Air Base (TQS) -   Colombia","Landing","Military","","Tres Esquinas Air Base (TQS/SKTQ)",NA,"Information is only available from news, social media or unofficial sources","The Douglas C-47 Basler turbine-conversion aircraft sustained substantial damage in a runway excursion accident at Tres Esquinas Air Base (TQS) in Colombia. The aircraft went off the runway on landing and came to rest in a ditch.Sources: El Tiempo  Fuerza AÃ©rea Colombiana  Images: photo (c) via Werner Fischdick; Oshkosh-Wittman Field, WI (OSH/KOSH) [N]; May 1994 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160105-0"
"00:20","    Canadair CL-600-2B19 Regional Jet CRJ-200PF","Friday 8 January 2016","West Air Sweden","SE-DUX","7010","1993Total airframe hrs:38601 hoursCycles:31036 flights","General Electric CF34-3B1","2 / Occupants: 2","0","Destroyed, written off","Accident","near OajevÃ¡gge -   Sweden","En route","Cargo","Oslo-Gardermoen Airport (OSL/ENGM)","TromsÃ¸/Langnes Airport (TOS/ENTC)"," SHK","Accident investigation report completed and information captured","A Canadair CRJ-200 cargo plane of West Air Sweden was destroyed when it impacted remote terrain near Akkajaure, Sweden. Both pilots were killed. The aircraft departed Oslo-Gardermoen Airport, Norway at 23:10 hours local time on a mail and package flight to TromsÃ¸, Norway.  The take-off, departure and climb to cruising altitude, flight level 330, were performed according to normal procedures. The flight was uneventful until one minute and 20 seconds before the impact. The event started at 00:19:20 hrs, one hour and ten minutes into the flight in night time conditions of darkness without moonlight, clouds or turbulence. The lack of external visual references meant that the pilots were totally dependent on their instruments which consisted of three independent attitude indicators. Suddenly a very fast increase in pitch was displayed on the left attitude indicator. The pilot in command, who was the pilot flying and seated in the left seat exclaimed a strong expression. The displayed pitch change meant that the pilot in command was subjected to a surprise effect and a degradation of spatial orientation. The autopilot was, most probably, disconnected automatically, a ""cavalry charge"" aural warning and a single chime was heard, the latter most likely as a result of miscompare between the left and right pilots' flying displays (PFD). Both elevators moved towards nose down and nose down stabilizer trim was gradually activated from the left control wheel trim switch. The airplane started to descend, the angle of attack and G-loads became negative up to -1 G. Both pilots exclaimed strong expressions and the co-pilot said ""come up"". About 13 seconds after the start of the event the crew were presented with two contradictory attitude indicators with red chevrons pointing in opposite directions. At the same time none of the instruments displayed any comparator caution due to the PFDs declutter function in unusual attitude. Bank angle warnings were heard and the maximum operating speed and Mach number were exceeded 17 seconds after the start of the event, which activated the overspeed warning. The speed continued to increase, a distress call was transmitted and acknowledged by the air traffic control and the engine thrust was reduced to flight idle. The crew was active during the entire event. The dialogue between the pilots consisted mainly of different perceptions regarding turn directions. They also expressed the need to climb. At this stage, the pilots were probably subjected to spatial disorientation. The aircraft collided with the ground one minute and twenty seconds after the initial height loss. Investigation revealed that the erroneous attitude indication on PFD 1 was caused by a malfunction of the Inertial Reference Unit (IRU 1). The pitch and roll comparator indications of the PFDs were removed when the attitude indicators displayed unusual attitudes. In the simulator, in which the crew had trained, the corresponding indications were not removed. During the event the pilots initially became communicatively isolated from each other. Factors as to cause and contributing factors: The accident was caused by insufficient operational prerequisites for the management of a failure in a redundant system. Contributing factors were: - The absence of an effective system for communication in abnormal and emergency situations. - The flight instrument system provided insufficient guidance about malfunctions that occurred. - The initial manoeuver that resulted in negative G-loads probably affected the pilots' ability to manage the situation in a rational manner. Factors as to risk The fact that fault descriptions regarding aircraft and its components are reported in a less detailed manner might imply that the faults will not be identified and corrected in an efficient way. This can in turn lead to a flight safety issue as, for instance, intermittent faults cannot always be detected by general tests.Accident investigation:   Investigating agency: SHK Report number: SRL 2016:01e Status: Investigation completedDuration: 11 monthsDownload report:  Final report Sources:  Location  Images: photo (c) Source: Swedish Accident Investigation Authority photo (c) Source: Swedish Accident Investigation Authority; January 2016 photo (c) Source: Swedish Accident Investigation Authority; January 2016 photo (c) Giuseppe Battioli; Oslo-Gardermoen Airport (OSL/ENGM) [LN]; 23 August 2015 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160108-0"
"00:23","    ATR 72-500 (72-212A)","Saturday 9 January 2016","Passaredo Linhas AÃ©reas","PR-PDD","562","1998","Pratt & Whitney Canada PW127F","0 / Occupants: 58","0","Substantial, written off","Serious incident","RondonÃ³polis-Maestro Marinho Franco Airport, MT (ROO) -   Brazil","Landing","Passenger - Scheduled","BrasÃ­lia International Airport, DF (BSB/SBBR)","RondonÃ³polis-Maestro Marinho Franco Airport, MT (ROO/SWRD)"," CENIPA","Information verified through data from accident investigation authorities","An ATR-72-500, PR-PDD, sustained substantial damage when it touched down 300 m short of runway 02 at RondonÃ³polis Airport, Brazil. The aircraft travelled 30 m through crops and impacted a barbed wire fence. The crew then executed a go around and the aircraft landed safely on the runway thereafter.  The nose section of the airplane sustained a large gash on the right hand side and there was further damage to propeller blade tips and main landing gear doors.Accident investigation:   Investigating agency: CENIPA Report number: A-005/CENIPA/2016 Status: Investigation completedDuration: Download report:  Final report Sources: olhardireto.com.br  G1 Globo  CENIPA Preliminary information   Location  Images: photo (c) Leslie Snelleman; SÃ£o Paulo-Guarulhos International Airport, SP (GRU/SBGR); 13 November 2013 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160109-0"
"22:00","    Beechcraft B200 Super King Air","Sunday 10 January 2016","Island Airlines LLC","N87SA","BB-1089","1982Total airframe hrs:12545 hours","Pratt & Whitney Canada PT6A-42","0 / Occupants: 5","0","Substantial, repaired","Accident","San Juan-Luis MuÃ±oz MarÃ­n International Airport (SJU) -   Puerto Rico","Standing","Passenger - Non-Scheduled/charter/Air Taxi","Saint Croix-Henry E. Rohlsen Airport (STX/TISX)","San Juan-Luis MuÃ±oz MarÃ­n International Airport (SJU/TJSJ)",NA,"Accident investigation report completed and information captured","The pilot reported that he parked the airplane and shut down the requisite systems, then proceeded to the back of the airplane to allow the passengers to disembark and set the wheel chocks. He reported that as he began to open the cabin door, he realized that the airplane was rolling backwards. The airplane rolled into the wall of the airport terminal and the left and right elevators sustained substantial damage. Probable Cause: ""The pilot's failure to actuate the parking brake prior to leaving his seat, resulting in substantial damage.""Sources: NTSB   Location  Images: photo (c) FAA; San Juan-Luis MuÃ±oz MarÃ­n International Airport (SJU); 10 January 2016 photo (c) FAA; San Juan-Luis MuÃ±oz MarÃ­n International Airport (SJU); 10 January 2016 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160110-0"
"15:30","    Airbus A319-112","Thursday 14 January 2016","Air Namibia","V5-ANL","3346","2007","CFMI CFM56-5B6/3","0 / Occupants: 110","0","Substantial, repaired","Accident","near Windhoek-Hosea Kutako International Airport (WDH) -   Namibia","Approach","Passenger - Scheduled","Luanda-4 de Fevereiro Airport (LAD/FNLU)","Windhoek-Hosea Kutako International Airport (WDH/FYWH)",NA,"Information is only available from news, social media or unofficial sources","Flight SW304 suffered a bird strike upon during the approach to Windhoek-Hosea Kutako International Airport in Namibia. The impact caused a large hole on the right hand side of the fuselage just in front of the wing.Sources: News.com.au  Flightradar24  Images: photo (c) Werner Fischdick; Johannesburg-O.R. Tambo International Airport (JNB/FAOR) [ZS]; 03 January 2016 photo (c) Marco Dotti; Johannesburg-O.R. Tambo International Airport (JNB/FAOR); 15 June 2015 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160114-0"
"10:23","    Cessna 208B Grand Caravan","Friday 15 January 2016","Grant Aviation","N104AN","208B0918","2001Total airframe hrs:14440 hours","Pratt & Whitney Canada PT6A-114A","0 / Occupants: 9","0","Substantial, repaired","Accident","Hooper Bay Airport, AK (HPB) -   United States of America","Landing","Passenger - Scheduled","Chevak Airport, AK (VAK/PAVA)","Hooper Bay Airport, AK (HPB/PAHP)"," NTSB","Accident investigation report completed and information captured","A Cessna 208B Grand Caravan suffered substantial damage in a runway excursion accident at Hooper Bay Airport, Alaska. The pilot reported that he aligned the airplane on final approach with what ""appeared"" to be the runway with a small snow berm on both the left and right sides. The left main landing gear touched down first, and then the airplane came to an abrupt stop a few feet to the right of the runway. A postaccident examination of the airframe revealed substantial damage to the right wing. The pilot reported that there were no pre-impact mechanical failures or malfunctions with the airframe or engine that would have precluded normal operation. PROBABLE CAUSE: ""The pilot's failure to identify the runway, resulting in the airplane touching down a few feet to the right of the runway.""Accident investigation:   Investigating agency: NTSB Report number: GAA16CA109 Status: Investigation completedDuration: 2 monthsDownload report:  Final report Sources: NTSB   Location  Images: photo (c) Dave Turpie; Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX); 06 May 2008 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":1,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20160115-0"
