"Time","Type","Date","Owner.operator","Registration","MSN","Year.of.manufacture","Engine.model","Fatalities","Other.fatalities","Aircraft.damage","Category","Location","Phase","Nature","Departure.airport","Destination.airport","Investigating.agency","Confidence.Rating","Narrative","detail_link"
"15:00","    Tupolev Tu-154B-2","Saturday 1 January 2011","Kolavia","RA-85588","83A588","1983Total airframe hrs:32354 hoursCycles:13147 flights","Kuznetsov NK-8-2U","3 / Occupants: 134","0","Destroyed, written off","Accident","Surgut Airport (SGC) -   Russia","Standing","Passenger - Scheduled","Surgut Airport (SGC/USRR)","Moskva-Domodedovo Airport (DME/UUDD)"," MAK","Accident investigation report completed and information captured","A Tupolev 154B-2 passenger jet, registered RA-85588, was damaged beyond repair in an accident at Surgut Airport (SGC), Russia. There were 126 passengers and eight crew members on board. The airplane operated on a flight KGL348 from Surgut Airport (SGC) to Moskva-Domodedovo Airport (DME). Three passengers died and about 32 were seriously injured. The airplane was destroyed by fire. Initial reports indicate that the airplane had been towed to the main taxiway for engine startup. A short circuit occurred while the AC generators were connected to the aircraft's electrical system after start-up of the engines. A fire erupted in the rear, spreading quickly through the main cabin. The crew shut down the engines and initiated an evacuation.  The Interstate Aviation Committee reported that engines no. 1, 2 and 3 and the APU were not the source of the fire. The fire started in the rear of the aircraft in the area of frames 62-65. The cause of the fire was an electrical arc produced by electrical currents exceeding ten to twenty times the nominal loads when two generators not synchronised with each other were brought online but got connected together instead of being connected to parallel busses. The unsynchronised operation of the generators can be attributed to: - Poor technical conditions of contacts TKS233DOD responsible for connecting the generators with the electrical busses, that were damaged by prolonged operation without maintenance. A contact normally open was welded and fractured insulation material moved between contacts that are normally closed. These abnormal contact positions led to the connection between #2 and #3 generators. - Differences in the schematic diagrams of generator 2 and generators 1 and 3. When the switch is moved from ""check"" to ""enable"" with no delay in the ""neutral"" position generator 2 is brought online without time delay which leads to increased wear of normally closed contacts in the TKS233DOD unit. - The specific design of the electrical systems to ensure power supply to each bus from either the APU or either engine integrated drive generator.Accident investigation:   Investigating agency: MAK Report number: Final report Status: Investigation completedDuration: 9 monthsDownload report:  Final report Sources: At least one dead, three missing in plane explosion in Siberia (Update 3) (RIA)  MAK Interstate Aviation Committee (IAC)  Russian Ministry of Health statement  Russian Ministry of Transport statement   Location  Images: photo (c) MAK; Surgut Airport (SGC); January 2011 photo (c) MAK; Surgut Airport (SGC); January 2011 photo (c) andy@g4sp.co.uk; Moskva-Domodedovo Airport (DME/UUDD); 28 July 2008 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":7,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110101-0"
"10:17","    Boeing 737-823 (WL)","Monday 3 January 2011","American Airlines","N831NN","33211/3217","2010","CFMI CFM56-7B24/3","0 / Occupants: 165","0","Substantial, repaired","Accident","Los Angeles International Airport, CA (LAX) -   United States of America","Take off","Passenger - Scheduled","Los Angeles International Airport, CA (LAX/KLAX)","Toronto-Pearson International Airport, ON (YYZ/CYYZ)"," NTSB","Accident investigation report completed and information captured","American Airlines flight 1586, a Boeing 737-800, experienced a tailstrike upon takeoff from runway 7L at Los Angeles International Airport, California, USA. No injuries occurred during the event. The flight landed uneventfully at Toronto-Lester Pearson International Airport, Canada, where damage to the tail skid was discovered. Further damage to the aft pressure bulkhead was later discovered, and this damage was determined to be substantial. According to the captain, normal procedures were followed during preflight and taxi, including verification of the takeoff bug speeds. During the takeoff roll, the automatic, aircraft-generated V1 callout occurred and he began to rotate the airplane. The first officer did not call for rotation at that time. The captain applied nose up pitch command until he realized the indicated airspeed was too low. He said he then eased the nose of the airplane back down to the runway and re-rotated at the normal rotation speed, achieving approximately 10 degrees nose up at about 155 to 160 knots. The FO said he noticed that the automatic voice callout occurred about 20 knots early and observed the captain rotate for takeoff, but he said nothing to the captain for fear of causing confusion. The rest of the climbout, cruise, descent, and landing at Toronto was uneventful. According to the first officer, during preflight preparations, due to a last minute runway change, the takeoff data V speeds did not automatically upload into the flight management computer (FMC), so he manually entered the speeds using information on the preflight paperwork. Flight planning data indicated that the airplane takeoff weight was 161,037 pounds with a center of gravity at 22.5% mean aerodynamic chord, which under the conditions at the time of the accident should have resulted in a flaps 1 takeoff with V1 (takeoff decision speed) of 153 knots, a Vr (rotation speed) also of 153 knots, and V2 (scheduled takeoff speed) of 158 knots. The recorded data indicates the manually entered V speeds in the FMC were V1 123 knots, Vr 153 knots and V2 158 knots. Probable cause: The early rotation of the airplane to an angle at which the fuselage contacted the runway.  Contributing to early rotation was the CaptainÂs reaction to the erroneous V1 automated callout, likely assuming that the airplane was at or close to the correct Vr at the same time.  The erroneous automated callout was likely due to a keystroke entry error by the FO when manually entering takeoff data for a newly assigned departure runway.Accident investigation:   Investigating agency: NTSB Report number: DCA11FA050 Status: Investigation completedDuration: 2 years Download report:  Final report Sources:  Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110103-1"
"12:58","    Beechcraft B200 King Air","Monday 3 January 2011","Saskatchewan Government Northern Air Operations","C-GSAU","BB-1974","2007","Pratt & Whitney Canada PT6A-42","0 / Occupants: 3","0","Substantial, repaired","Accident","Maple Creek Airport, SK -   Canada","Landing","Ambulance","Saskatoon Airport, SK (YXE/CYXE)","Maple Creek Airport, SK"," TSB","Information verified through data from accident investigation authorities","A Beechcraft B200 King Air, C-GSAU, sustained substantial damage in an accident at Maple Creek Airport, SK, Canada. Saskatchewan Government flight SLG 3M, landed on runway 24 at Maple Creek Airport, SK. The runway was snow covered. During the landing roll the left main gear contacted deeper snow and the aircraft veered to the left. The left main gear caught a 14 inch windrow along the south edge of the runway and the pilot lost directional control. The aircraft departed the runway surface to the left and the nose gear collapsed. The aircraft sustained substantial damage to the nose and propellers, and the pilot and 2 passengers were not injured.Sources: CADORS # 2011C0025   Location  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":4,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110103-0"
"","    Boeing 737-8F2 (WL)","Wednesday 5 January 2011","THY Turkish Airlines","TC-JGZ","35739/2654","2008","CFMI CFM56-7B26","0 / Occupants: 60","0","None","Unlawful Interference","Istanbul AtatÃ¼rk Airport (IST) -   Türkiye","En route","Passenger - Scheduled","Oslo-Gardermoen Airport (OSL/ENGM)","Istanbul-AtatÃ¼rk International Airport (IST/LTBA)",NA,"Information is only available from news, social media or unofficial sources","A 40 year old man attempted hijack Flight 1754 on a flight from Oslo (GEN) to Istanbul's AtatÃ¼rk Airport (IST). The hijacker tried to enter the cockpit and demanded that the plane return to Norway. The man claimed that he had a bomb and that he would blow up the aircraft if the aircraft was not going back to Norway. A number of passengers overpowered the man and the 737 landed at Istanbul's AtatÃ¼rk Airport were the hijacker was arrested. The hijacker had gone on a hunger strike for 43 days in the summer of 2009 in an attempt to get a Norwegian residence permit.Sources: Passengers overpower hijacker on Norway-Turkey flight (Reuters, 5-1-2011)  Turkish Airlines hijack attempt foiled by passengers (Hurriyet Daily News, 5-1-2011) History of this aircraft Other occurrences involving this aircraft ï»¿  21 November 2019 TC-JGZ THY Turkish Airlines 0 Odessa-Central Airport (ODS) sub Images: photo (c) Ahmet Akin Diler; Istanbul-AtatÃ¼rk International Airport (IST/LTBA); 30 April 2010 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":3,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110105-0"
"13:26","    Cessna 208B Grand Caravan","Thursday 6 January 2011","Hageland Aviation Services","N715HE","208B0603","1997","Pratt & Whitney Canada PT6A-114A","0 / Occupants: 6","0","Substantial, repaired","Accident","Kipnuk Airport, AK (KPN) -   United States of America","Landing","Passenger - Scheduled","Bethel Airport, AK (BET/PABE)","Kipnuk Airport, AK (KPN/PAKI)"," NTSB","Accident investigation report completed and information captured","A Cessna 208B Grand Caravan passenger plane, registered N715HE, sustained substantial damage in a landing accident at Kipnuk Airport, AK (KPN), USA. All four passengers and two crew members were not injured. The airplane operated on Hageland flight 161 from Bethel Airport, AK (BET) to Kipnuk Airport, AK (KPN). Following a normal approach to runway 33, the captain landed long to avoid a bump in the runway. As the airplane touched down on the runway, he applied brakes and moved the propeller into beta. During the landing roll, he realized the airplane was still traveling fast, and he did not have enough area to abort the landing, so he applied maximum brakes. The airplane continued off the departure end (north side) of runway 33, and impacted a ditch, which resulted in the airplane coming to rest right wing and nose low. The captain said that at the time of the accident, the runway contained packed snow and ice. Examination of the airplane by the captain revealed that the right wing was bent upwards about 3 to 4 feet inboard from the wingtip. PROBABLE CAUSE: ""The pilotÂs decision to land long on the icy snow-covered runway, resulting in a runway excursion and collision with terrain.""Accident investigation:   Investigating agency: NTSB Report number: ANC11LA009 Status: Investigation completedDuration: 4 monthsDownload report:  Final report Sources: Photo Gallery: Plane crashes near Kipnuk (KTUU, 6-01-2011)  FAA  NTSB   Location  Images: photo (c) NTSB; Kipnuk Airport, AK (KPN); January 2011; (publicdomain) photo (c) NTSB; Kipnuk Airport, AK (KPN); January 2011; (publicdomain) photo (c) NTSB; Kipnuk Airport, AK (KPN); January 2011; (publicdomain) Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":12,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110106-1"
"11:00","    Learjet 35A","Thursday 6 January 2011","Priester Aviation","N800GP","35A-158","1978Total airframe hrs:16506 hours","Garrett TFE731-3-2AP","0 / Occupants: 6","0","Destroyed, written off","Accident","Springfield-Abraham Lincoln Capital Airport, IL (SPI) -   United States of America","Landing","Executive","Chicago-Midway Airport, IL (MDW/KMDW)","Springfield-Abraham Lincoln Capital Airport, IL (SPI/KSPI)"," NTSB","Accident investigation report completed and information captured","A Learjet 35A corporate jet, registered N800GP, sustained substantial damage in a landing accident at Springfield-Abraham Lincoln Capital Airport, IL (SPI), USA. All four passengers and two crew members survived. The airplane operated on Priester Aviation flight 800 from Chicago-Midway Airport, IL (MDW) to Springfield-Abraham Lincoln Capital Airport, IL (SPI). The en route and descent part of the flight were uneventful. The airplane accumulated a trace of rime ice during the descent and approach. The airframe anti-icing system was turned off upon intercepting the ILS glide slope, which was shortly before descending below the cloud layer.  The copilot was the pilot flying at the time of the accident. He used the autopilot for the initial portion of the approach and then hand flew the airplane after breaking out of the clouds.  The pilot stated that the master warning and stick shaker activated when the airplane was on short final. The airplane impacted left of the runway centerline before it ultimately departed the right side of the runway pavement. The airplane crossed a slight rise before coming to rest in the grass.  A small fire was quickly put out by military staff, both pilots received minor back injuries, and there were no injuries among the four passengers. PROBABLE CAUSE: ""The pilotÂs decision to conduct an instrument approach in icing conditions without the anti-ice system activated, contrary to the airplane flight manual guidance, which resulted in an inadvertent aerodynamic stall due to an in-flight accumulation of airframe icing.""Accident investigation:   Investigating agency: NTSB Report number: CEN11FA144 Status: Investigation completedDuration: 2 years 1 monthDownload report:  Final report Sources: 2 injured in hard plane landing, fire at Capital Airport (The State Journal-Register, 6-1-2011)  FlightAware flight track  NTSB   Location  Images: photo (c) NTSB; Springfield-Abraham Lincoln Capital Airport, IL (SPI); 06 January 2011 photo (c) NTSB; Springfield-Abraham Lincoln Capital Airport, IL (SPI); 06 January 2011 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":45,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110106-0"
"08:13","    Beechcraft B200 Super King Air","Friday 7 January 2011","GCE Bail SA","F-GMPO","BB-307","1977","Pratt & Whitney Canada PT6A-41","0 / Occupants: 4","0","Substantial, repaired","Accident","Montpellier, Languedoc-Roussillon -   France","Landing","Passenger - Non-Scheduled/charter/Air Taxi","Montpellier-FrÃ©jorgues Airport (MPL/LFMT)","Albert/Bray Airport (BYF/LFAQ)",NA,"Accident investigation report completed and information captured","The crew took off from runway 13 at Montpellier-Frejorgues Airport (MPL) for an IFR flight bound for Albert/Bray, France. with two passengers. During initial climb, the co-pilot, PF, found that the left horizon was unusable. The Captain, in the right seat, took over the controls and used the information from the right horizon to continue the flight. The co-pilot noticed that the amber generator lights were on. He tried unsuccessfully to stop and start them.  The captain decided to abort the flight. He asked the co-pilot to extend the landing gear. During the extension sequence, the aircraft suffered a total electrical failure. The lighting conditions in the cockpit were then very dark and the crew had difficulty in reading the instrument displays. The captain asked the co-pilot to shine a flashlight on the instruments. He briefly saw the threshold of runway 31R. The co-pilot suggested that he go around as he was unsure that the gear was locked down. During the aerodrome circuit at low height the co-pilot continued extending the landing gear manually. The emergency landing being imminent, the co-pilot stopped doing this, even though he was unsure that the gear was locked down because he didnÂt feel enough resistance to indicate that the gear was extended and locked down. Given the weather and the difficulty of reading the instruments, the captain decided to land. During the landing roll the main landing gear collapsed slowly, the fuselage came into contact with the ground and the aircraft stopped on the runway.Sources: BEA  Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110107-0"
"19:31","    Boeing 727-286","Sunday 9 January 2011","Iran Air","EP-IRP","20945/1048","1974Total airframe hrs:9019 hours","P&W JT8D-15","78 / Occupants: 105","0","Destroyed, written off","Accident","15 km SE of Urmia (Orumiyeh) Airport (OMH) -   Iran","Approach","Passenger - Scheduled","Tehran-Mehrabad Airport (THR/OIII)","Urmia (Orumiyeh) Airport (OMH/OITR)",NA,"Accident investigation report completed and information captured","Iran Air  flight 277, a Boeing 727, crashed while on approach to Urmia, Iran , killing 78 occupants; 27 survived the accident. Flight IR277 took off from Tehran-Mehrabad Airport at 18:33 local time (15:03 UTC) and continued its route via UL125 and G781 towards Urmia. At 15:37 UTC, after coordinating with Tehran Control Center for an approach to Urmia Airport, the aircraft began to descend and at 15:42 UTC contacted the Urmia Tower and was cleared for the TUBAR2A procedure and a VOR/DME/ILS approach to runway 21.  Weather at the airport was poor with a visibility of about 800 m in heavy snow. During the execution of the approach procedure to land at Urmia Airport, the aircraft's stick shaker (stall warning) was activated due to the low speed in relation to the flap settings. The problem was resolved after corrective action was taken. At 15:54:49 UTC, the Urmia Tower controller requested the position of flight IR277 three times. Then, the flight reported its position as being 5 miles away. The Urmia Tower controller then inquired if the aircraft was established on the ILS, to which the flight responded negatively. The Urmia Tower controller then asked the flight if it intended to continue its approach for landing. In response, flight IR277 reported that it had abandoned the approach and was performing a missed approach. The controller then requested that the flight rejoin the IAF (Initial Approach Fix) for runway 21, and flight IR277 confirmed this. After the missed approach at 16:00:41 UTC, despite being at an altitude of 8,768 feet, with a pitch-up angle of 8.1 degrees and a left bank angle of 26 degrees, the aircraft, with a speed of 170 knots (within the operational limit) and flaps set at 50 degrees, experienced a second stick shaker activation and a decrease in altitude, indicating the aircraft was approaching the stall speed threshold. This possibly occurred due to a aerodynamic change in the aircraft, potentially due to ice formation on parts of the aircraft, such as the tail section, which lacks an anti-ice system, which led to an increase in stall speed.  The engine pressure ratio (EPR) of all three engines increased from (1.30 - 1.25 - 1.36) to (1.46 - 1.48 - 1.53) and then decreased over four seconds to (1.05 - 1.07 - 1.06). This could have been caused by disturbed airflow entering the engines, combined with the increase in bank angle from 26 to 40 degrees to the left, likely due to the stall. To recover from the stall, at 16:00:50 UTC, the pilot instructed for maximum power to be applied to all three engines. Initially, engine 3 reached an EPR of 2.14 at 16:00:53 UTC. However, due to disturbed airflow entering the engine, the EPR dropped, leading to engine failure. Five seconds later, engine 1 also failed in a similar manner. At 16:00:53 UTC, the Urmia Tower controller asked for the position of flight IR277 again. The flight responded with ""Standby."" The tower controller then asked for the flight's intentions, and the response was that they were abandoning the approach. Due to intermittent radio communication, the tower controller requested a repetition of the last transmission. Flight IR277 then stated, ""We are going to Tehran."" At 16:01:07 UTC, the pilot ordered maximum engine power. Only engine 2 responded, reaching an EPR of 2.11. The flaps were then retracted, leading to a quicker loss of altitude. At 16:01:08 UTC, in a radial of 150 degrees from the VOR and at a distance of 30 kilometers from the airport, near the villages of Meshkabad Olya and Hasanlu, the aircraft impacted terrain and broke up. Main Cause of the Accident: The main cause of the accident was the unfavorable and abnormal conditions experienced by the aircraft, combined with inadequate handling by the cockpit crew in response to the emerging situation. Contributing Factors: - The outdated technology of the aircraft's systems. - The lack of a suitable simulator for adverse weather conditions. - Failure to properly follow operational procedures by the flight crew. - Inadequate cockpit management (CRM). METAR: 16:00 UTC / 19:30 local time: OITR 091600Z 26004KT 0800 SN SCT015 SCT020 OVC060 00/00 Q1016=Wind 260 degrees at 4 knots; Visibility 800 m in snow; scattered clouds 1,500 ft; scattered clouds 2,000 ft.; overcast 6,000 ft.; Temperature 0Â°C; Dew point 0Â°C; 1016 hPaAccident investigation:   Report number:  Status: Investigation completedDuration: Download report:  Final report Sources: IRNA, FARS   Location  Images: photo (c) Kamran Bidar; near Urmia (Orumiyeh) Airport (OMH); 14 January 2011 photo (c) Kamran Bidar; near Urmia (Orumiyeh) Airport (OMH); 14 January 2011 photo (c) via Werner Fischdick; Dubai Airport (DXB/OMDB); November 1995 photo (c) Bss001-1; unknown; 04 January 2011; (CC:by-sa) Revision history:Date/timeContributorUpdates23-Jul-2024 09:38 ASN Updated [Accident report, ]11-Oct-2024 19:01 ASN Updated [Time, Location, Narrative, Category, ]11-Oct-2024 19:02 ASN Updated The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":1,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110109-0"
"21:22","    Airbus A300B4-622R","Monday 10 January 2011","Air Atlanta Icelandic","TF-ELK","557","1989","x Pratt & Whitney PW4158","0 / Occupants: 3","0","Substantial","Accident","East Midlands Airport (EMA/EGNX) -   United Kingdom","Landing","Cargo","Belfast International Airport (BFS/EGAA)","East Midlands Airport (EMA/EGNX)"," AAIB","Accident investigation report completed and information captured","An approach to East Midlands Airport was being flown in gusty crosswind conditions. Reverse thrust was selected immediately after touchdown, but the aircraft subsequently bounced and the commander decided to go-around.  During the go-around the No 2 (right) engine thrust reverser failed to stow, and the engine thrust was maintained at idle by the FADEC system. The aircraftâs tail struck the ground during the rotation. The aircraft became airborne at low speed in a high drag configuration and its acceleration and climb performance did not increase appreciably until 47 seconds after lift off.  The No 2 engine was subsequently shut down and the aircraft diverted to Stansted Airport, where a single engine landing was carried out. The No 1 thrust reverser was selected during the landing at Stansted, but did not fully deploy. The investigation found that the most likely reason for the No 2 thrust reverser failure to stow was an intermittent loose connection in the auto-restow circuit. It was further determined that conflicting operational guidance exists with respect to selection of reverse thrust and go-around procedures. A number of safety actions have been taken as a result of this serious incident.Accident investigation:   Investigating agency: AAIB Report number: EW/C2011/01/03 Status: Investigation completedDuration: Download report:  Final report Sources: http://avherald.com/h?article=43691dea/0000&opt=0  http://www.aaib.gov.uk/cms_resources.cfm?file=/Airbus%20A300-B4-622R%20TF-ELK%2005-12.pdf  https://www.planespotters.net/Production_List/Airbus/A300/557,TF-ELK-TNT-Airways.php Revision history:Date/timeContributorUpdates10-May-2012 12:52 ryan Added 14-Oct-2012 17:35 Dr. John Smith Updated [Aircraft type, Cn, Source, Embed code, Narrative, ] Corrections or additions? ... Edit this accident description The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":47,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/wikibase/145553"
"20:50","    Boeing 737-2T5","Monday 10 January 2011","Safair","ZS-SGX","22396/730","1981Total airframe hrs:70094 hours","Pratt & Whitney JT8D-15 (HK3)","0 / Occupants: 3","0","Substantial","Accident","Hoedspruit AFB (HDS) -   South Africa","Taxi","Passenger - Non-Scheduled/charter/Air Taxi","Hoedspruit Airport (HDS/FAHS)","Johannesburg-O.R. Tambo International Airport (JNB/FAOR)"," CAA S.A.","Accident investigation report completed and information captured","A Boeing 737-2T5 passenger jet, registered ZS-SGX, sustained substantial damage in an accident at Hoedspruit AFB (HDS), South Africa. There were no fatalities. The airplane operated on a flight from Hoedspruit Airport (HDS) to Johannesburg-O.R. Tambo International Airport (JNB). Whilst taxiing to the cleared holding point for takeoff from runway 18, the pilot switched off the landing lights to avoid blinding an approaching aircraft. As a result, he overshot the turning point at taxiway C in the darkness and found himself at the end of taxiway A with insufficient space to turn around. According to him, he decided to maneuvre the aircraft out of the ""dead end"" by turning into the last taxiway, which led to military hangars, and then reversing the aircraft to carry out a 180Â° turn. This was to be done without external guidance. Whilst reversing the aircraft, the pilot failed to stop it in time, the main wheels rolled off the edge of the taxiway and the aircraft slipped down a steep embankment, coming to rest with the nose-wheel still on the taxiway. PROBABLE CAUSE: ""Inappropriate decision by the captain to reverse the aircraft at night without external  guidance.""Accident investigation:   Investigating agency: CAA S.A. Report number: CA18/3/2/0825 Status: Investigation completedDuration: 1 year and 2 monthsDownload report:  Final report Sources: Nick Elzinga  Hoedspruit (FAHS) Aerodrome chart   Location  Images: photo (c) anon; Hoedspruit AFB (HDS/FAHS); January 2011 photo (c) anon; Hoedspruit AFB (HDS/FAHS); January 2011 photo (c) anon; Hoedspruit AFB (HDS/FAHS); January 2011 photo (c) anon; Hoedspruit AFB (HDS/FAHS); January 2011 Revision history:Date/timeContributorUpdates The Aviation Safety Network is an exclusive service provided by: Quick Links: ASN Home Send Correction / FeedbackFSF Home DisclaimerCopyright Contact Us Privacy PolicyPress / Media CONNECT WITH US: ©2025 Flight Safety Foundation 1920 Ballenger Av, 4th Fl. Alexandria, Virginia 22314www.FlightSafety.org window.NREUM||(NREUM={});NREUM.info={""beacon"":""bam.nr-data.net"",""licenseKey"":""NRJS-b28a197507ed0552825"",""applicationID"":""582319234"",""transactionName"":""YwdaMkUCWRZSBhJfXVpNbRReTEAMWAwEV0FRTU8PXAoZFVsV"",""queueTime"":0,""applicationTime"":8,""atts"":""T0BZRA0YShg="",""errorBeacon"":""bam.nr-data.net"",""agent"":""""}ï»¿","https://aviation-safety.net/database/record.php?id=20110110-1"
